ann_id,work,source_dataset,annotation_type,text,text_clean,t_start,t_end,clip_id,verb,noun,verb_category,split,count
egovid-283,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"apply mortar, spread mortar, use trowel","apply mortar, spread mortar, use trowel",,,,apply,mortar,apply,full,31
egovid-284,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"lying on bed, reading book on Kindle","lying on bed, reading book on kindle",,,,lying,lying,lying,full,31
egovid-285,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"playing keyboard, hands pressing keys, reading sheet music","playing keyboard, hands pressing keys, reading sheet music",,,,playing,playing,playing,full,31
egovid-286,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"enter, walk towards, exit","enter, walk towards, exit",,,,enter,enter,enter,full,30
egovid-287,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"washing dishes, scrubbing plate, rinsing plate","washing dishes, scrubbing plate, rinsing plate",,,,wash,dishes,wash,full,30
egovid-288,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"hold tray, move tray, place tray","hold tray, move tray, place tray",,,,hold,tray,hold,full,30
egovid-289,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"holding wood, positioning wood, adjusting wood, adjusting saw, making precise cut","holding wood, positioning wood, adjusting wood, adjusting saw, making precise cut",,,,hold,wood,hold,full,30
egovid-290,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"reach out, grab item","reach out, grab item",,,,reach,item,reach,full,30
egovid-291,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"holding drumsticks, playing drums, moving hands, playing snare drum, playing toms, playing cymbals","holding drumsticks, playing drums, moving hands, playing snare drum, playing toms, playing cymbals",,,,hold,drumsticks,hold,full,30
egovid-292,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"dealing cards, observing game","dealing cards, observing game",,,,dealing,dealing,dealing,full,30
egovid-293,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"sitting, holding smartphone, adjusting position","sitting, holding smartphone, adjusting position",,,,sit,smartphone,sit,full,30
egovid-294,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"holding smartphone, capturing photo/video","holding smartphone, capturing photo/video",,,,hold,smartphone,hold,full,30
egovid-295,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"playing piano, seated, hands moving skillfully, following sheet music","playing piano, seated, hands moving skillfully, following sheet music",,,,seated,playing,seated,full,30
egovid-296,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"sitting, knitting, adjusting","sitting, knitting, adjusting",,,,sit,knitting,sit,full,30
egovid-297,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"sitting, reading book, holding book, adjusting position","sitting, reading book, holding book, adjusting position",,,,sit,reading,sit,full,30
egovid-298,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"sitting, handling cards, arranging cards, shuffling cards, dealing cards","sitting, handling cards, arranging cards, shuffling cards, dealing cards",,,,sit,cards,sit,full,30
egovid-299,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"dealing cards, holding phone, holding card","dealing cards, holding phone, holding card",,,,hold,dealing,hold,full,30
egovid-300,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"ironing fabric, holding iron, moving iron back and forth","ironing fabric, holding iron, moving iron back and forth",,,,hold,ironing,hold,full,30
egovid-301,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"holding trowel, applying plaster, spreading plaster, smoothing plaster","holding trowel, applying plaster, spreading plaster, smoothing plaster",,,,hold,trowel,hold,full,30
egovid-302,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"ironing shirt, adjusting shirt, moving iron","ironing shirt, adjusting shirt, moving iron",,,,move,ironing,move,full,30
egovid-303,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"sit, crochet, glance at smartphone","sit, crochet, glance at smartphone",,,,sit,crochet,sit,full,30
egovid-304,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"playing drums, moving hands, striking drum set","playing drums, moving hands, striking drum set",,,,move,playing,move,full,30
egovid-305,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"sit on couch, read book, hold book with both hands","sit on couch, read book, hold book with both hands",,,,hold,couch,hold,full,30
egovid-306,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"sitting, holding cylindrical object, rotating object","sitting, holding cylindrical object, rotating object",,,,sit,cylindrical,sit,full,30
egovid-307,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"sit, chop vegetables, transfer vegetables, use knife","sit, chop vegetables, transfer vegetables, use knife",,,,use,chop,use,full,30
egovid-308,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"sitting, holding scissors, holding paper, cutting paper","sitting, holding scissors, holding paper, cutting paper",,,,sit,scissors,sit,full,30
egovid-309,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"sitting, preparing food, handling food, placing food into bowl","sitting, preparing food, handling food, placing food into bowl",,,,sit,food,sit,full,30
egovid-310,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"holding wood, using power drill, positioning wood, securing wood","holding wood, using power drill, positioning wood, securing wood",,,,hold,wood,hold,full,29
egovid-311,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"browsing clothes, picking up items, examining garments","browsing clothes, picking up items, examining garments",,,,browsing,browsing,browsing,full,29
egovid-312,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"using sewing machine, guiding fabric, adjusting fabric, sewing","using sewing machine, guiding fabric, adjusting fabric, sewing",,,,use,sewing,use,full,29
egovid-313,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"working on bicycle, handling tools, adjusting parts, inspecting components","working on bicycle, handling tools, adjusting parts, inspecting components",,,,work,bicycle,work,full,29
egovid-314,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"painting wall, holding paintbrush, holding paint can, dipping brush, applying paint","painting wall, holding paintbrush, holding paint can, dipping brush, applying paint",,,,hold,painting,hold,full,29
egovid-315,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"holding shears, cutting branch, examining branch","holding shears, cutting branch, examining branch",,,,hold,shears,hold,full,29
egovid-316,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"holding shears, standing, trimming branch, positioning shears, making cuts","holding shears, standing, trimming branch, positioning shears, making cuts",,,,hold,shears,hold,full,29
egovid-317,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"holding pruning shears, trimming grapevine branches, demonstrating methodical approach","holding pruning shears, trimming grapevine branches, demonstrating methodical approach",,,,hold,pruning,hold,full,29
egovid-318,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"play piano, move hands, read sheet music","play piano, move hands, read sheet music",,,,move,play,move,full,29
egovid-319,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"wash hands, rub hands together, ensure clean","wash hands, rub hands together, ensure clean",,,,wash,hands,wash,full,29
egovid-320,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"sitting, holding open book, flipping pages, reading","sitting, holding open book, flipping pages, reading",,,,sit,book,sit,full,29
egovid-321,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"wash dishes, use sponge, move dishes to dish rack","wash dishes, use sponge, move dishes to dish rack",,,,wash,dishes,wash,full,29
egovid-322,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"sitting, holding book, adjusting position","sitting, holding book, adjusting position",,,,sit,book,sit,full,29
egovid-323,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"dealing cards, holding phone","dealing cards, holding phone",,,,hold,dealing,hold,full,29
egovid-324,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"sitting, holding book, reading, flipping pages, adjusting position","sitting, holding book, reading, flipping pages, adjusting position",,,,sit,book,sit,full,29
egovid-325,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"sitting, knitting, holding yarn, creating stitches","sitting, knitting, holding yarn, creating stitches",,,,sit,knitting,sit,full,29
egovid-326,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"sit, read book, flip pages, pause to read","sit, read book, flip pages, pause to read",,,,sit,read,sit,full,29
egovid-327,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"molding clay, shaping clay, placing clay, pressing clay, removing brick","molding clay, shaping clay, placing clay, pressing clay, removing brick",,,,place,molding,place,full,29
egovid-328,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"playing drums, moving hands, using drumsticks","playing drums, moving hands, using drumsticks",,,,move,playing,move,full,29
egovid-329,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"holding pruning shears, standing, trimming branch, positioning shears, making precise cuts","holding pruning shears, standing, trimming branch, positioning shears, making precise cuts",,,,hold,pruning,hold,full,29
egovid-330,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"sew fabric, guide fabric, align fabric, make adjustments","sew fabric, guide fabric, align fabric, make adjustments",,,,sew,fabric,sew,full,29
egovid-331,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"dealing cards, holding card","dealing cards, holding card",,,,hold,dealing,hold,full,29
egovid-332,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"cutting fabric, aligning fabric, making precise cuts, working on sewing project","cutting fabric, aligning fabric, making precise cuts, working on sewing project",,,,cut,fabric,cut,full,29
egovid-333,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"sit, reach, pick up, examine, turn","sit, reach, pick up, examine, turn",,,,reach,sit,reach,full,28
egovid-334,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"painting on canvas, holding paintbrush, adding details","painting on canvas, holding paintbrush, adding details",,,,hold,painting,hold,full,28
egovid-335,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"sitting, arranging dominoes, placing dominoes","sitting, arranging dominoes, placing dominoes",,,,sit,dominoes,sit,full,28
egovid-336,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"holding smartphone, interacting with phone, taking photo or video","holding smartphone, interacting with phone, taking photo or video",,,,hold,smartphone,hold,full,28
egovid-337,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"holding shears, examining branch, cutting branch","holding shears, examining branch, cutting branch",,,,hold,shears,hold,full,28
egovid-338,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"prune grapevine, use pruning shears, cut branches, maintain vineyard","prune grapevine, use pruning shears, cut branches, maintain vineyard",,,,use,prune,use,full,28
egovid-339,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"holding pruning shears, cutting branches, moving shears back and forth, trimming branches","holding pruning shears, cutting branches, moving shears back and forth, trimming branches",,,,hold,pruning,hold,full,28
egovid-340,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"sitting, holding deck of cards, shuffling/dealing cards","sitting, holding deck of cards, shuffling/dealing cards",,,,sit,deck,sit,full,28
egovid-341,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"iron shirt, adjust shirt, smooth shirt","iron shirt, adjust shirt, smooth shirt",,,,adjust,iron,adjust,full,28
egovid-342,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"ironing fabric, adjusting fabric, moving iron","ironing fabric, adjusting fabric, moving iron",,,,move,ironing,move,full,28
egovid-343,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"sitting, holding small object, examining/manipulating object","sitting, holding small object, examining/manipulating object",,,,sit,small,sit,full,28
egovid-344,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"walk dog, hold leash, carry bag","walk dog, hold leash, carry bag",,,,hold,walk,hold,full,28
egovid-345,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"picking up pieces, examining pieces, solving puzzle","picking up pieces, examining pieces, solving puzzle",,,,picking,picking,picking,full,28
egovid-346,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"sitting, holding small object, focusing","sitting, holding small object, focusing",,,,sit,small,sit,full,28
egovid-347,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"sit, read book, flip pages","sit, read book, flip pages",,,,sit,read,sit,full,28
egovid-348,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"sitting, holding phone, talking","sitting, holding phone, talking",,,,sit,phone,sit,full,28
egovid-349,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"lying down, holding book, reading, adjusting position","lying down, holding book, reading, adjusting position",,,,hold,lying,hold,full,28
egovid-350,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"holding shears, standing, trimming branches, moving shears, cutting branches","holding shears, standing, trimming branches, moving shears, cutting branches",,,,hold,shears,hold,full,28
egovid-351,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"dealing cards, arranging cards","dealing cards, arranging cards",,,,arrange,dealing,arrange,full,28
egovid-352,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"sitting, handling cards, shuffling, arranging","sitting, handling cards, shuffling, arranging",,,,sit,cards,sit,full,28
egovid-353,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"molding clay, shaping clay, pressing clay, smoothing clay","molding clay, shaping clay, pressing clay, smoothing clay",,,,smooth,molding,smooth,full,28
egovid-354,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"using sewing machine, stitching fabric, guiding fabric, adjusting fabric, sewing","using sewing machine, stitching fabric, guiding fabric, adjusting fabric, sewing",,,,use,sewing,use,full,28
egovid-355,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"sitting, arranging cards, handling cards, organizing cards","sitting, arranging cards, handling cards, organizing cards",,,,sit,cards,sit,full,28
egovid-356,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"lying, reading book, positioned on bed, flipping pages","lying, reading book, positioned on bed, flipping pages",,,,lying,lying,lying,full,28
egovid-357,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"holding deck, dealing cards, arranging cards","holding deck, dealing cards, arranging cards",,,,hold,deck,hold,full,27
egovid-358,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"lying, reading book, holding book, adjusting position","lying, reading book, holding book, adjusting position",,,,hold,lying,hold,full,27
egovid-359,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"washing dishes, scrubbing plate, rinsing plate, placing plate","washing dishes, scrubbing plate, rinsing plate, placing plate",,,,wash,dishes,wash,full,27
egovid-360,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"standing, holding smartphone, interacting with smartphone","standing, holding smartphone, interacting with smartphone",,,,stand,smartphone,stand,full,27
egovid-361,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"shuffle deck, hold cards","shuffle deck, hold cards",,,,hold,shuffle,hold,full,27
egovid-362,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"shuffling cards, dealing cards, handling cards","shuffling cards, dealing cards, handling cards",,,,handle,shuffling,handle,full,27
egovid-363,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"holding trowel, scooping cement, applying cement, spreading cement","holding trowel, scooping cement, applying cement, spreading cement",,,,hold,trowel,hold,full,27
egovid-364,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"holding trowel, applying cement, spreading cement, building wall","holding trowel, applying cement, spreading cement, building wall",,,,hold,trowel,hold,full,27
egovid-365,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"holding paintbrush, dipping brush, applying paint, moving brush","holding paintbrush, dipping brush, applying paint, moving brush",,,,hold,paintbrush,hold,full,27
egovid-366,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"painting wall, holding paintbrush, dipping brush, applying paint, ensuring even coat","painting wall, holding paintbrush, dipping brush, applying paint, ensuring even coat",,,,hold,painting,hold,full,27
egovid-367,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"wash dishes, scrub plate, rinse sponge","wash dishes, scrub plate, rinse sponge",,,,wash,dishes,wash,full,27
egovid-368,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"handling wood, positioning wood, adjusting wood, aligning wood","handling wood, positioning wood, adjusting wood, aligning wood",,,,handle,wood,handle,full,27
egovid-369,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"Playing drum set, using drumsticks, moving hands rhythmically.","playing drum set, using drumsticks, moving hands rhythmically.",,,,use,playing,use,full,27
egovid-370,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"picking up pieces, placing pieces, solving puzzle","picking up pieces, placing pieces, solving puzzle",,,,place,picking,place,full,27
egovid-371,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"sitting, drawing, glancing","sitting, drawing, glancing",,,,sit,drawing,sit,full,27
egovid-372,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"moving hands, fitting pieces, solving puzzle","moving hands, fitting pieces, solving puzzle",,,,move,hands,move,full,27
egovid-373,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"painting watercolor, adding details, holding paintbrush, applying strokes","painting watercolor, adding details, holding paintbrush, applying strokes",,,,hold,painting,hold,full,27
egovid-374,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"hold mold, place mold, press mold, remove mold, place brick","hold mold, place mold, press mold, remove mold, place brick",,,,hold,mold,hold,full,27
egovid-375,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"sitting, knitting, working with yarn, manipulating yarn, creating fabric, repairing fabric","sitting, knitting, working with yarn, manipulating yarn, creating fabric, repairing fabric",,,,sit,knitting,sit,full,27
egovid-376,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"sitting, shuffling cards, dealing cards, engaged in card game","sitting, shuffling cards, dealing cards, engaged in card game",,,,sit,shuffling,sit,full,26
egovid-377,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"sit, reach, pick up, examine, place back","sit, reach, pick up, examine, place back",,,,reach,back,reach,full,26
egovid-378,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"holding hammer, positioning wood, aligning wood, securing wood","holding hammer, positioning wood, aligning wood, securing wood",,,,hold,hammer,hold,full,26
egovid-379,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"holding wood, adjusting wood, preparing cut","holding wood, adjusting wood, preparing cut",,,,hold,wood,hold,full,26
egovid-380,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"Playing drum set, using drumsticks, moving arms rhythmically.","playing drum set, using drumsticks, moving arms rhythmically.",,,,use,playing,use,full,26
egovid-381,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"sitting, shuffling cards, dealing cards, playing card game","sitting, shuffling cards, dealing cards, playing card game",,,,sit,shuffling,sit,full,26
egovid-382,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"Handling cards, holding smartphone","handling cards, holding smartphone",,,,handle,cards,handle,full,26
egovid-383,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"sitting, handling cards, arranging cards, playing card game","sitting, handling cards, arranging cards, playing card game",,,,sit,cards,sit,full,26
egovid-384,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"iron shirt, adjust shirt, pick up iron, move iron back and forth","iron shirt, adjust shirt, pick up iron, move iron back and forth",,,,adjust,iron,adjust,full,26
egovid-385,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"sitting, reading book, holding book, flipping pages, adjusting position","sitting, reading book, holding book, flipping pages, adjusting position",,,,sit,reading,sit,full,26
egovid-386,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"sitting, holding Kindle, reading text","sitting, holding kindle, reading text",,,,sit,kindle,sit,full,26
egovid-387,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"holding wood, examining wood, turning wood","holding wood, examining wood, turning wood",,,,hold,wood,hold,full,26
egovid-388,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"sitting, holding open book, turning pages, reading","sitting, holding open book, turning pages, reading",,,,sit,book,sit,full,26
egovid-389,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"playing electronic keyboard, hands pressing keys, fingers moving skillfully","playing electronic keyboard, hands pressing keys, fingers moving skillfully",,,,move,playing,move,full,26
egovid-390,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"handling cards, arranging cards, participating in game","handling cards, arranging cards, participating in game",,,,handle,cards,handle,full,26
egovid-391,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"sit, dress, work, shape, smooth, refine, demonstrate","sit, dress, work, shape, smooth, refine, demonstrate",,,,work,dress,work,full,26
egovid-392,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"sit, hold deck of cards, shuffle cards, deal cards","sit, hold deck of cards, shuffle cards, deal cards",,,,hold,deck,hold,full,26
egovid-393,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"holding deck, shuffling cards, arranging cards","holding deck, shuffling cards, arranging cards",,,,hold,deck,hold,full,26
egovid-394,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"sitting, arranging cards, handling cards, shuffling cards, dealing cards","sitting, arranging cards, handling cards, shuffling cards, dealing cards",,,,sit,cards,sit,full,26
egovid-395,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"lying on bed, holding Kindle, reading book","lying on bed, holding kindle, reading book",,,,hold,lying,hold,full,26
egovid-396,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"walking dogs, looking down, ensuring safety","walking dogs, looking down, ensuring safety",,,,walk,dogs,walk,full,26
egovid-397,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"working on fabric, holding plate, picking up beads, placing beads on fabric","working on fabric, holding plate, picking up beads, placing beads on fabric",,,,work,fabric,work,full,26
egovid-398,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"working on fabric, picking up beads, placing beads on fabric","working on fabric, picking up beads, placing beads on fabric",,,,work,fabric,work,full,26
egovid-399,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"sitting, handling seeds, picking up seeds, placing seeds into bowl","sitting, handling seeds, picking up seeds, placing seeds into bowl",,,,sit,seeds,sit,full,26
egovid-400,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"reach into refrigerator, move items around, search for something specific","reach into refrigerator, move items around, search for something specific",,,,reach,into,reach,full,25
egovid-401,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"holding wood, positioning wood, adjusting wood","holding wood, positioning wood, adjusting wood",,,,hold,wood,hold,full,25
egovid-402,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"enter, walk, exit","enter, walk, exit",,,,enter,enter,enter,full,25
egovid-403,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"painting canvas, holding paintbrush, applying strokes","painting canvas, holding paintbrush, applying strokes",,,,hold,painting,hold,full,25
egovid-404,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"reach out, pick up, examine, place back","reach out, pick up, examine, place back",,,,reach,back,reach,full,25
egovid-405,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"holding deck, shuffling cards, preparing to deal","holding deck, shuffling cards, preparing to deal",,,,hold,deck,hold,full,25
egovid-406,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"sitting, holding small object, examining closely","sitting, holding small object, examining closely",,,,sit,small,sit,full,25
egovid-407,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"enter, move towards, exit","enter, move towards, exit",,,,move,enter,move,full,25
egovid-408,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"painting wall, holding paintbrush, applying paint, dipping brush, ensuring even coat","painting wall, holding paintbrush, applying paint, dipping brush, ensuring even coat",,,,hold,painting,hold,full,25
egovid-409,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"sit, handle cotton, manipulate materials","sit, handle cotton, manipulate materials",,,,handle,cotton,handle,full,25
egovid-410,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"hold wood, adjust wood, prepare cut","hold wood, adjust wood, prepare cut",,,,hold,wood,hold,full,25
egovid-411,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"holding wood, positioning wood on table saw, adjusting wood, preparing to make cut","holding wood, positioning wood on table saw, adjusting wood, preparing to make cut",,,,hold,wood,hold,full,25
egovid-412,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"sitting on couch, holding smartphone","sitting on couch, holding smartphone",,,,sit,couch,sit,full,25
egovid-413,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"sitting, holding book, flipping pages, adjusting position","sitting, holding book, flipping pages, adjusting position",,,,sit,book,sit,full,25
egovid-414,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"holding smartphone, shuffling cards, dealing cards","holding smartphone, shuffling cards, dealing cards",,,,hold,smartphone,hold,full,25
egovid-415,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"holding trowel, applying cement, spreading cement evenly","holding trowel, applying cement, spreading cement evenly",,,,hold,trowel,hold,full,25
egovid-416,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"holding wood, examining wood, turning wood, handling wood","holding wood, examining wood, turning wood, handling wood",,,,hold,wood,hold,full,25
egovid-417,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"wash dishes, scrub plate, rinse plate, place plateaside","wash dishes, scrub plate, rinse plate, place plateaside",,,,wash,dishes,wash,full,25
egovid-418,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"sitting, reading book, holding open book, flipping pages","sitting, reading book, holding open book, flipping pages",,,,sit,reading,sit,full,25
egovid-419,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"playing keyboard, hands pressing keys, fingers moving skillfully","playing keyboard, hands pressing keys, fingers moving skillfully",,,,move,playing,move,full,25
egovid-420,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"molding clay, shaping clay, pressing clay, smoothing clay, placing clay into mold","molding clay, shaping clay, pressing clay, smoothing clay, placing clay into mold",,,,smooth,molding,smooth,full,25
egovid-421,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"playing keyboard, hands pressing keys, digital display showing settings","playing keyboard, hands pressing keys, digital display showing settings",,,,playing,playing,playing,full,25
egovid-422,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"sitting, holding cards, displaying cards","sitting, holding cards, displaying cards",,,,sit,cards,sit,full,25
egovid-423,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"wash dishes, scrub bowl, move dishes to drying rack","wash dishes, scrub bowl, move dishes to drying rack",,,,wash,dishes,wash,full,25
egovid-424,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"holding pruning shears, trimming branches, maintaining vineyard","holding pruning shears, trimming branches, maintaining vineyard",,,,hold,pruning,hold,full,25
egovid-425,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"holding trowel, applying plaster, spreading plaster, ensuring even coat","holding trowel, applying plaster, spreading plaster, ensuring even coat",,,,hold,trowel,hold,full,25
egovid-426,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"using string trimmer, cutting grass, moving trimmer back and forth","using string trimmer, cutting grass, moving trimmer back and forth",,,,use,string,use,full,25
egovid-427,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"sitting, knitting, holding needles, working on fabric","sitting, knitting, holding needles, working on fabric",,,,sit,knitting,sit,full,25
