ann_id,work,source_dataset,annotation_type,text,text_clean,t_start,t_end,clip_id,verb,noun,verb_category,split,task,llm_type,which,alt_description,env_table,env_position,env_background,n_objects
test/insert_remove_plug_socket/44,EgoDex,EgoDex,task-instruction,Remove the white plug from the socket.,remove the white plug from the socket.,,,insert_remove_plug_socket,remove,plug,remove,test,insert_remove_plug_socket,reversible,2,Insert the white plug into the socket.,,sitting,pink,2
test/insert_remove_shirt_in_tube/6,EgoDex,EgoDex,task-instruction,"Remove the lid from the tube, insert the small navy shirt into the tube, and then close the tube with the lid.","remove the lid from the tube, insert the small navy shirt into the tube, and then close the tube with the lid.",,,insert_remove_shirt_in_tube,insert,tube,insert,test,insert_remove_shirt_in_tube,reversible,1,"Remove the lid from the tube, take the small navy shirt out of the tube, and then close the tube with the lid.",,sitting,lavender,3
test/insert_remove_tennis_ball/5,EgoDex,EgoDex,task-instruction,Remove a tennis ball from among three tennis balls.,remove a tennis ball from among three tennis balls.,,,insert_remove_tennis_ball,remove,tennis ball,remove,test,insert_remove_tennis_ball,reversible,2,Insert a tennis ball among three tennis balls.,,sitting,white,1
test/insert_remove_usb/1,EgoDex,EgoDex,task-instruction,Insert the black USB into the USB bank while sitting against a blue background.,insert the black usb into the usb bank while sitting against a blue background.,,,insert_remove_usb,insert,black usb,insert,test,insert_remove_usb,reversible,1,Remove the black USB from the USB bank while sitting against a blue background.,,sitting,blue,2
test/insert_remove_usb/11,EgoDex,EgoDex,task-instruction,Insert the USB into its port while sitting at a table with a green tablecloth and blue background.,insert the usb into its port while sitting at a table with a green tablecloth and blue background.,,,insert_remove_usb,insert,usb,insert,test,insert_remove_usb,reversible,1,Remove the USB from its port while sitting at a table with a green tablecloth and blue background.,,sitting,blue,1
test/insert_remove_usb/13,EgoDex,EgoDex,task-instruction,Insert the USB into its port while sitting at a table with a green tablecloth and blue background.,insert the usb into its port while sitting at a table with a green tablecloth and blue background.,,,insert_remove_usb,insert,usb,insert,test,insert_remove_usb,reversible,1,Remove the USB from its port while sitting at a table with a green tablecloth and blue background.,,sitting,blue,1
test/insert_remove_usb/23,EgoDex,EgoDex,task-instruction,Insert the white USB into a port while sitting against a white background.,insert the white usb into a port while sitting against a white background.,,,insert_remove_usb,insert,white usb,insert,test,insert_remove_usb,reversible,1,Remove the white USB from the port while sitting against a white background.,,sitting,white,1
test/insert_remove_usb/25,EgoDex,EgoDex,task-instruction,Insert white USB into USB bank while sitting against a blue background.,insert white usb into usb bank while sitting against a blue background.,,,insert_remove_usb,insert,white usb,insert,test,insert_remove_usb,reversible,1,Remove white USB from USB bank while sitting against a blue background.,,sitting,blue,3
test/insert_remove_usb/30,EgoDex,EgoDex,task-instruction,Remove the white USB from the port while sitting at a table with a green tablecloth and blue background.,remove the white usb from the port while sitting at a table with a green tablecloth and blue background.,,,insert_remove_usb,remove,white usb,remove,test,insert_remove_usb,reversible,2,Insert the white USB into a port while sitting at a table with a green tablecloth and blue background.,,sitting,blue,2
test/insert_remove_usb/31,EgoDex,EgoDex,task-instruction,Remove the black USB from the port.,remove the black usb from the port.,,,insert_remove_usb,remove,usb,remove,test,insert_remove_usb,reversible,2,Insert the black USB into the port.,,sitting,blue,2
test/insert_remove_usb/32,EgoDex,EgoDex,task-instruction,Insert the black USB into a port while sitting against a white background.,insert the black usb into a port while sitting against a white background.,,,insert_remove_usb,insert,black usb,insert,test,insert_remove_usb,reversible,1,Remove the black USB from the port while sitting against a white background.,,sitting,white,1
test/insert_remove_usb/34,EgoDex,EgoDex,task-instruction,Insert the white USB into the own USB while sitting at a table with a green tablecloth and blue background.,insert the white usb into the own usb while sitting at a table with a green tablecloth and blue background.,,,insert_remove_usb,insert,white usb,insert,test,insert_remove_usb,reversible,1,Remove the white USB from the own USB while sitting at a table with a green tablecloth and blue background.,,sitting,blue,2
test/insert_remove_usb/41,EgoDex,EgoDex,task-instruction,Insert the white USB into a port while sitting against a white background.,insert the white usb into a port while sitting against a white background.,,,insert_remove_usb,insert,white usb,insert,test,insert_remove_usb,reversible,1,Remove the white USB from the port while sitting against a white background.,,sitting,white,1
test/insert_remove_usb/46,EgoDex,EgoDex,task-instruction,Remove the white USB from the own USB while sitting at a table with a green tablecloth and blue background.,remove the white usb from the own usb while sitting at a table with a green tablecloth and blue background.,,,insert_remove_usb,remove,white usb,remove,test,insert_remove_usb,reversible,2,Insert the white USB into the own USB while sitting at a table with a green tablecloth and blue background.,,sitting,blue,2
test/insert_remove_usb/49,EgoDex,EgoDex,task-instruction,Remove white USB from USB bank while sitting against a blue background.,remove white usb from usb bank while sitting against a blue background.,,,insert_remove_usb,remove,white usb,remove,test,insert_remove_usb,reversible,2,Insert white USB into USB bank while sitting against a blue background.,,sitting,blue,3
test/insert_remove_usb/5,EgoDex,EgoDex,task-instruction,Insert the white USB into a port while sitting at a table with a white background.,insert the white usb into a port while sitting at a table with a white background.,,,insert_remove_usb,insert,white usb,insert,test,insert_remove_usb,reversible,1,Remove the white USB from the port while sitting at a table with a white background.,,sitting,white,1
test/insert_remove_usb/54,EgoDex,EgoDex,task-instruction,Remove the white USB from the port while sitting at a table with a green tablecloth and blue background.,remove the white usb from the port while sitting at a table with a green tablecloth and blue background.,,,insert_remove_usb,remove,white usb,remove,test,insert_remove_usb,reversible,2,Insert the white USB into the port while sitting at a table with a green tablecloth and blue background.,,sitting,blue,1
test/insert_remove_utensils/14,EgoDex,EgoDex,task-instruction,Insert utensils into a container on a green tablecloth while sitting against a white background.,insert utensils into a container on a green tablecloth while sitting against a white background.,,,insert_remove_utensils,insert,utensils,insert,test,insert_remove_utensils,reversible,1,Remove utensils from a container on a green tablecloth while sitting against a white background.,,sitting,white,1
test/insert_remove_utensils/20,EgoDex,EgoDex,task-instruction,Insert utensils into a container on a green tablecloth while sitting against a white background.,insert utensils into a container on a green tablecloth while sitting against a white background.,,,insert_remove_utensils,insert,utensils,insert,test,insert_remove_utensils,reversible,1,Remove utensils from a container on a green tablecloth while sitting against a white background.,,sitting,white,1
test/insert_remove_utensils/21,EgoDex,EgoDex,task-instruction,Remove utensils from the container on a green tablecloth while sitting against a white background.,remove utensils from the container on a green tablecloth while sitting against a white background.,,,insert_remove_utensils,remove,utensils,remove,test,insert_remove_utensils,reversible,2,Insert utensils into a container on a green tablecloth while sitting against a white background.,,sitting,white,1
test/insert_remove_utensils/35,EgoDex,EgoDex,task-instruction,Remove utensils from a wooden table while sitting against a white background.,remove utensils from a wooden table while sitting against a white background.,,,insert_remove_utensils,remove,utensils,remove,test,insert_remove_utensils,reversible,2,Insert utensils into a wooden table while sitting against a white background.,wood,sitting,white,2
test/insert_remove_utensils/7,EgoDex,EgoDex,task-instruction,Remove utensils from the container while sitting at a table with a green tablecloth and white background.,remove utensils from the container while sitting at a table with a green tablecloth and white background.,,,insert_remove_utensils,remove,utensils,remove,test,insert_remove_utensils,reversible,2,Insert utensils into a container while sitting at a table with a green tablecloth and white background.,,sitting,white,1
test/knead_slime/0,EgoDex,EgoDex,task-instruction,"Knead, poke, tear the water slime, insert accessories such as the tree, and place it back into its container.","knead, poke, tear the water slime, insert accessories such as the tree, and place it back into its container.",,,knead_slime,knead,slime,knead,test,knead_slime,reset-free,1,None,,sitting,white,4
test/knead_slime/12,EgoDex,EgoDex,task-instruction,"Knead, poke, tear the crystal slime, insert the polar bear or any accessories into it.","knead, poke, tear the crystal slime, insert the polar bear or any accessories into it.",,,knead_slime,knead,crystal slime,knead,test,knead_slime,reversible,1,Place the slime back into its container.,,sitting,white,3
test/knead_slime/13,EgoDex,EgoDex,task-instruction,"Remove the polar bear or accessories from the crystal slime, reshape the slime, and return it to its container.","remove the polar bear or accessories from the crystal slime, reshape the slime, and return it to its container.",,,knead_slime,knead,crystal slime,knead,test,knead_slime,reversible,2,"Knead, poke, tear the crystal slime, insert the polar bear or any accessories provided, and place it into its container.",,sitting,white,3
test/knead_slime/6,EgoDex,EgoDex,task-instruction,"Knead, poke, tear the crystal slime, insert the glacier or any accessories provided, and place it into its container.","knead, poke, tear the crystal slime, insert the glacier or any accessories provided, and place it into its container.",,,knead_slime,knead,crystal slime,knead,test,knead_slime,reversible,1,Remove the crystal slime and accessories from the container.,,sitting,white,3
test/load_dispense_ice/5,EgoDex,EgoDex,task-instruction,"Open the ice dispenser door, remove the ice cubes from the ice dispenser into the bowl, and close the ice dispenser door.","open the ice dispenser door, remove the ice cubes from the ice dispenser into the bowl, and close the ice dispenser door.",,,load_dispense_ice,dispense,icedispenser,dispense,test,load_dispense_ice,reversible,2,"Open the ice dispenser door, pick up the bowl containing ice cubes, place the ice cubes into the ice dispenser, and close the ice dispenser door.",,sitting,white,4
test/lock_unlock_key/15,EgoDex,EgoDex,task-instruction,Unlock the pink lock using the key.,unlock the pink lock using the key.,,,lock_unlock_key,unlock,key,unlock,test,lock_unlock_key,reversible,2,Pick up the pink lock and lock it using the key.,,sitting,white,2
test/lock_unlock_key/18,EgoDex,EgoDex,task-instruction,Unlock the silver lock using the key.,unlock the silver lock using the key.,,,lock_unlock_key,unlock,key,unlock,test,lock_unlock_key,reversible,2,Pick up the silver lock and lock it using the key.,,sitting,white,2
test/measure_objects/4,EgoDex,EgoDex,task-instruction,Pick up the measuring tape and measure the dimensions of the medium box while sitting at a table with a white background.,pick up the measuring tape and measure the dimensions of the medium box while sitting at a table with a white background.,,,measure_objects,measure,medium box,measure,test,measure_objects,reset-free,1,None,,sitting,white,2
test/measure_objects/6,EgoDex,EgoDex,task-instruction,Pick up the measuring tape and measure the dimensions of the keyboard.,pick up the measuring tape and measure the dimensions of the keyboard.,,,measure_objects,measure,keyboard,measure,test,measure_objects,reset-free,1,None,,sitting,white,2
test/open_close_insert_remove_box/12,EgoDex,EgoDex,task-instruction,Open the box and insert plushies while sitting at a table with a green tablecloth.,open the box and insert plushies while sitting at a table with a green tablecloth.,,,open_close_insert_remove_box,open,box,open,test,open_close_insert_remove_box,reversible,1,Remove plushies from the box and close it while sitting at a table with a green tablecloth.,,sitting,,2
test/open_close_insert_remove_case/16,EgoDex,EgoDex,task-instruction,"Open the case, remove the duck and plush from it, and close the case on the wooden table.","open the case, remove the duck and plush from it, and close the case on the wooden table.",,,open_close_insert_remove_case,close,case,close,test,open_close_insert_remove_case,reversible,2,"Open the case, insert the duck and plush into it, and close the case on the wooden table.",wood,sitting,brown,3
test/open_close_insert_remove_case/18,EgoDex,EgoDex,task-instruction,"Open the case, insert the pad and duck into it, and then close the case on the wooden table.","open the case, insert the pad and duck into it, and then close the case on the wooden table.",,,open_close_insert_remove_case,open,case,open,test,open_close_insert_remove_case,reversible,1,"Open the case, remove the pad and duck from it, and then close the case on the wooden table.",wood,sitting,brown,3
test/open_close_insert_remove_case/19,EgoDex,EgoDex,task-instruction,"Remove or insert the pad, duck, and plush, then close the case while sitting at a wooden table with a red background.","remove or insert the pad, duck, and plush, then close the case while sitting at a wooden table with a red background.",,,open_close_insert_remove_case,close,case,close,test,open_close_insert_remove_case,reversible,2,"Open the case, insert or remove the pad, duck, and plush while sitting at a wooden table with a red background.",wood,sitting,red,4
test/open_close_insert_remove_case/22,EgoDex,EgoDex,task-instruction,"Open the case, remove the pad and plush from the case, then close the case on a wooden table with a brown background.","open the case, remove the pad and plush from the case, then close the case on a wooden table with a brown background.",,,open_close_insert_remove_case,close,case,close,test,open_close_insert_remove_case,reversible,2,"Open the case, insert the pad and plush into the case, then close the case on a wooden table with a brown background.",wood,sitting,brown,3
test/open_close_insert_remove_tupperware/12,EgoDex,EgoDex,task-instruction,Open a small tupperware container and insert a plush toy while sitting at a green tablecloth with a white background.,open a small tupperware container and insert a plush toy while sitting at a green tablecloth with a white background.,,,open_close_insert_remove_tupperware,open,tupperware,open,test,open_close_insert_remove_tupperware,reversible,1,Remove the plush toy from the small tupperware container and close it while sitting at a green tablecloth with a white background.,,sitting,white,2
test/open_close_insert_remove_tupperware/17,EgoDex,EgoDex,task-instruction,"Open the medium-sized tupperware, insert the bread, then close the tupperware on a green tablecloth with a brown background while sitting.","open the medium-sized tupperware, insert the bread, then close the tupperware on a green tablecloth with a brown background while sitting.",,,open_close_insert_remove_tupperware,open,tupperware,open,test,open_close_insert_remove_tupperware,reversible,1,"Open the medium-sized tupperware, remove the bread, then close the tupperware on a green tablecloth with a brown background while sitting.",,sitting,brown,2
test/open_close_insert_remove_tupperware/28,EgoDex,EgoDex,task-instruction,"Open a large tupperware container, insert 3 ducks, and then close the container on a green tablecloth with a white background while sitting.","open a large tupperware container, insert 3 ducks, and then close the container on a green tablecloth with a white background while sitting.",,,open_close_insert_remove_tupperware,open,tupperware,open,test,open_close_insert_remove_tupperware,reversible,1,"Open the large tupperware container, remove the 3 ducks, and then close the container on a green tablecloth with a white background while sitting.",,sitting,white,2
test/open_close_insert_remove_tupperware/37,EgoDex,EgoDex,task-instruction,Remove the bread from the medium-sized tupperware and close it while sitting at a table with a green tablecloth and brown background.,remove the bread from the medium-sized tupperware and close it while sitting at a table with a green tablecloth and brown background.,,,open_close_insert_remove_tupperware,close,tupperware,close,test,open_close_insert_remove_tupperware,reversible,2,Open the medium-sized tupperware and insert bread while sitting at a table with a green tablecloth and brown background.,,sitting,brown,2
test/paint_clean_brush/2,EgoDex,EgoDex,task-instruction,Clean the paintbrush by dipping it in the water cup and wiping it on the paper towel.,clean the paintbrush by dipping it in the water cup and wiping it on the paper towel.,,,paint_clean_brush,clean,paint,clean,test,paint_clean_brush,reversible,2,Dip paintbrush or wet brush in paint and paint on the printer paper.,,sitting,white,6
test/peel_place_sticker/1,EgoDex,EgoDex,task-instruction,Peel off the sticker and place it in the stickerbook.,peel off the sticker and place it in the stickerbook.,,,peel_place_sticker,peel,sticker,peel,test,peel_place_sticker,reset,1,None,,sitting,pink,2
test/peel_place_sticker/9,EgoDex,EgoDex,task-instruction,Peel off the sticker and place it in the stickerbook.,peel off the sticker and place it in the stickerbook.,,,peel_place_sticker,peel,sticker,peel,test,peel_unpeel_place_sticker,reversible,1,Unpeel the sticker from the stickerbook and place it back into its numbered slot.,,sitting,blue,2
test/pick_place_food/15,EgoDex,EgoDex,task-instruction,Pick the food item from the plate and place it back into the food basket.,pick the food item from the plate and place it back into the food basket.,,,pick_place_food,place,food,place,test,pick_place_food,reversible,2,Pick a food item from the food basket and place it onto the plate next to it.,,sitting,blue,3
test/pick_place_food/3,EgoDex,EgoDex,task-instruction,Pick a food item from the food basket and place it onto the plate next to it.,pick a food item from the food basket and place it onto the plate next to it.,,,pick_place_food,pick,food,pick,test,pick_place_food,reversible,1,Pick the food item from the plate and place it back into the food basket.,,sitting,lavender,3
test/pick_place_food/30,EgoDex,EgoDex,task-instruction,Pick a food item from the food basket and place it onto the plate next to it.,pick a food item from the food basket and place it onto the plate next to it.,,,pick_place_food,pick,food,pick,test,pick_place_food,reversible,1,Pick the food item from the plate and place it back into the food basket.,,sitting,lavender,3
test/pick_place_food/39,EgoDex,EgoDex,task-instruction,Pick the food item from the plate and place it back into the food basket.,pick the food item from the plate and place it back into the food basket.,,,pick_place_food,place,food,place,test,pick_place_food,reversible,2,Pick a food item from the food basket and place it onto the plate next to it.,,sitting,lavender,3
test/pick_place_food/40,EgoDex,EgoDex,task-instruction,Pick the food item from the plate and place it back into the food basket.,pick the food item from the plate and place it back into the food basket.,,,pick_place_food,place,food,place,test,pick_place_food,reversible,2,Pick a food item from the food basket and place it onto the plate next to it.,,sitting,lavender,3
test/pick_place_food/5,EgoDex,EgoDex,task-instruction,Pick a food item from the food basket and place it onto the plate next to it.,pick a food item from the food basket and place it onto the plate next to it.,,,pick_place_food,pick,food,pick,test,pick_place_food,reversible,1,Pick the food item from the plate and place it back into the food basket.,,sitting,lavender,3
test/pick_place_food/8,EgoDex,EgoDex,task-instruction,Pick the food item from the plate and place it back into the food basket.,pick the food item from the plate and place it back into the food basket.,,,pick_place_food,place,food,place,test,pick_place_food,reversible,2,Pick a food item from the food basket and place it onto the plate next to it.,,sitting,lavender,3
test/pick_place_food/9,EgoDex,EgoDex,task-instruction,Pick the food item from the plate and place it back into the food basket.,pick the food item from the plate and place it back into the food basket.,,,pick_place_food,place,food,place,test,pick_place_food,reversible,2,Pick a food item from the food basket and place it onto the plate next to it.,,sitting,lavender,3
test/pick_up_and_put_down_case_or_bag/5,EgoDex,EgoDex,task-instruction,Put down the black case onto the wooden table using the right hand while sitting.,put down the black case onto the wooden table using the right hand while sitting.,,,pick_up_and_put_down_case_or_bag,put down,case,put down,test,pick up and put down case or bag,reversible,2,Pick up the black case from the wooden table using the right hand while sitting.,wood,sitting,,1
test/pick_up_and_put_down_case_or_bag/7,EgoDex,EgoDex,task-instruction,Put down the black case onto the wooden table using the right hand while sitting.,put down the black case onto the wooden table using the right hand while sitting.,,,pick_up_and_put_down_case_or_bag,put down,case,put down,test,pick up and put down case or bag,reversible,2,Pick up the black case from the wooden table using the right hand while sitting.,wood,sitting,,2
test/pick_up_and_put_down_case_or_bag/9,EgoDex,EgoDex,task-instruction,Put down the black case onto the wooden table using the right hand while sitting.,put down the black case onto the wooden table using the right hand while sitting.,,,pick_up_and_put_down_case_or_bag,put down,case,put down,test,pick up and put down case or bag,reversible,2,Pick up the black case from the wooden table using the right hand while sitting.,wood,sitting,,1
test/play_mancala/20,EgoDex,EgoDex,task-instruction,Distribute pebbles from each circle on the mancala board.,distribute pebbles from each circle on the mancala board.,,,play_mancala,play,pebbles,play,test,play_mancala,reversible,1,Collect pebbles back into each circle on the mancala board.,,sitting,white,2
test/play_piano/10,EgoDex,EgoDex,task-instruction,Use one or both hands and fingers to play the piano while sitting at a green tablecloth with a blue background.,use one or both hands and fingers to play the piano while sitting at a green tablecloth with a blue background.,,,play_piano,play,piano,play,test,play_piano,reset-free,1,None,,sitting,blue,1
test/play_piano/14,EgoDex,EgoDex,task-instruction,Use the right hand to play the song 'Twinkle Twinkle Little Star' on the piano while sitting in front of a white background.,use the right hand to play the song 'twinkle twinkle little star' on the piano while sitting in front of a white background.,,,play_piano,play,piano,play,test,play_piano,reset-free,1,None,,sitting,white,2
test/play_piano/19,EgoDex,EgoDex,task-instruction,Use the right hand to play the song 'Twinkle Twinkle Little Star' on the piano while sitting against a white background.,use the right hand to play the song 'twinkle twinkle little star' on the piano while sitting against a white background.,,,play_piano,play,piano,play,test,play_piano,reset-free,1,None,,sitting,white,2
test/play_piano/21,EgoDex,EgoDex,task-instruction,Use one or both hands and fingers to play the piano while sitting at a green tablecloth with a blue background.,use one or both hands and fingers to play the piano while sitting at a green tablecloth with a blue background.,,,play_piano,play,piano,play,test,play_piano,reset-free,1,None,,sitting,blue,1
test/play_piano/23,EgoDex,EgoDex,task-instruction,Use one or both hands to play the piano keys with fingers while sitting at a green tablecloth with a blue background.,use one or both hands to play the piano keys with fingers while sitting at a green tablecloth with a blue background.,,,play_piano,play,piano,play,test,play_piano,reset-free,1,None,,sitting,blue,1
test/play_piano/28,EgoDex,EgoDex,task-instruction,Use one or both hands and fingers to play the piano while sitting at a green tablecloth with a blue background.,use one or both hands and fingers to play the piano while sitting at a green tablecloth with a blue background.,,,play_piano,play,piano,play,test,play_piano,reset-free,1,None,,sitting,blue,1
test/play_piano/34,EgoDex,EgoDex,task-instruction,Use the right hand to play the song 'Twinkle Twinkle Little Star' on the piano while sitting in front of a white background.,use the right hand to play the song 'twinkle twinkle little star' on the piano while sitting in front of a white background.,,,play_piano,play,piano,play,test,play_piano,reset-free,1,None,,sitting,white,2
test/play_piano/35,EgoDex,EgoDex,task-instruction,Use one or both hands and fingers to play the piano while sitting at a green tablecloth with a blue background.,use one or both hands and fingers to play the piano while sitting at a green tablecloth with a blue background.,,,play_piano,play,piano,play,test,play_piano,reset-free,1,None,,sitting,blue,1
test/play_piano/6,EgoDex,EgoDex,task-instruction,Use the fingers of the right hand to play the piano while sitting at a green tablecloth with a blue background.,use the fingers of the right hand to play the piano while sitting at a green tablecloth with a blue background.,,,play_piano,play,piano,play,test,play_piano,reset-free,1,None,,sitting,blue,1
test/play_reset_connect_four/0,EgoDex,EgoDex,task-instruction,Pick up coins and put them into the Connect Four game until the game is completed.,pick up coins and put them into the connect four game until the game is completed.,,,play_reset_connect_four,play,coins,play,test,play_reset_connect_four,reset,1,None,,sitting,brown,2
test/play_reset_connect_four/1,EgoDex,EgoDex,task-instruction,Reset the connect four game on a green tablecloth while sitting.,reset the connect four game on a green tablecloth while sitting.,,,play_reset_connect_four,play,connect four,play,test,play_reset_connect_four,reset,1,None,,sitting,,1
test/play_reset_connect_four/10,EgoDex,EgoDex,task-instruction,Reset the connect four game on a green tablecloth while sitting.,reset the connect four game on a green tablecloth while sitting.,,,play_reset_connect_four,play,connect four,play,test,play_reset_connect_four,reset,1,None,,sitting,,1
test/play_reset_connect_four/5,EgoDex,EgoDex,task-instruction,Pick up coins and put them into the Connect Four game until the game is completed.,pick up coins and put them into the connect four game until the game is completed.,,,play_reset_connect_four,play,coins,play,test,play_reset_connect_four,reset,1,None,,sitting,brown,2
test/point_and_click_remote/10,EgoDex,EgoDex,task-instruction,Point and click a white remote towards a monitor while sitting at a wooden table with a red background.,point and click a white remote towards a monitor while sitting at a wooden table with a red background.,,,point_and_click_remote,point,monitor,point,test,Point and click remote,reset-free,1,None,wood,sitting,red,2
test/point_and_click_remote/17,EgoDex,EgoDex,task-instruction,Point the gray remote at the monitor and click a button while sitting at a wooden table.,point the gray remote at the monitor and click a button while sitting at a wooden table.,,,point_and_click_remote,point,monitor,point,test,Point and click remote,reset-free,1,None,wood,sitting,brown,2
test/point_and_click_remote/2,EgoDex,EgoDex,task-instruction,Point the white remote at the monitor and click it while sitting at a wooden table with a red background.,point the white remote at the monitor and click it while sitting at a wooden table with a red background.,,,point_and_click_remote,point,monitor,point,test,Point and click remote,reset-free,1,None,wood,sitting,red,2
test/pour/18,EgoDex,EgoDex,task-instruction,Pour water from the evian bottle into the gray cup while sitting at a green tablecloth with a pink background.,pour water from the evian bottle into the gray cup while sitting at a green tablecloth with a pink background.,,,pour,pour,graycup,pour,test,Pour,reset,1,None,,sitting,pink,2
test/pour/20,EgoDex,EgoDex,task-instruction,Description unavailable.,description unavailable.,,,pour,?,?,?,test,Pour,reset-free,1,None,,sitting,pink,0
test/pour/27,EgoDex,EgoDex,task-instruction,Pour tea from the gray cup onto the green tablecloth while standing.,pour tea from the gray cup onto the green tablecloth while standing.,,,pour,pour,gray cup,pour,test,pour,reset,1,None,,standing,none,3
test/pour/32,EgoDex,EgoDex,task-instruction,Pour coke into the gray cup on the green tablecloth.,pour coke into the gray cup on the green tablecloth.,,,pour,pour,gray cup,pour,test,pour,reset,1,None,,standing,none,2
test/pour/7,EgoDex,EgoDex,task-instruction,Pour pepsi from the pepsi container into the gray cup while sitting at a table with a blue tablecloth and pink background.,pour pepsi from the pepsi container into the gray cup while sitting at a table with a blue tablecloth and pink background.,,,pour,pour,graycup,pour,test,Pour,reset,1,None,,sitting,pink,2
test/push_pop_toy/0,EgoDex,EgoDex,task-instruction,Press the bubbles on the circle fidget Pop It toy one by one using your fingers while sitting at a blue tablecloth with a pink background.,press the bubbles on the circle fidget pop it toy one by one using your fingers while sitting at a blue tablecloth with a pink background.,,,push_pop_toy,push,circle fidget,push,test,push_pop_toy,reversible,1,Flip the circle fidget Pop It toy over and press the bubbles back to their original position one by one using your fingers while sitting at a blue tablecloth with a pink background.,,sitting,pink,3
test/push_pop_toy/12,EgoDex,EgoDex,task-instruction,Press each bubble on the circle fidget Pop It toy one by one using your fingers while sitting against a lavender background.,press each bubble on the circle fidget pop it toy one by one using your fingers while sitting against a lavender background.,,,push_pop_toy,push,circle fidget,push,test,push_pop_toy,reversible,1,Flip the circle fidget Pop It toy over and press the bubbles back to their original position one by one using your fingers while sitting against a lavender background.,,sitting,lavender,2
test/push_pop_toy/13,EgoDex,EgoDex,task-instruction,Flip the circle fidget Pop It toy over and press the bubbles back to their original position.,flip the circle fidget pop it toy over and press the bubbles back to their original position.,,,push_pop_toy,pop,circle fidget,pop,test,push_pop_toy,reversible,2,Press each bubble on the circle fidget Pop It toy one by one using your fingers.,,sitting,white,2
test/push_pop_toy/18,EgoDex,EgoDex,task-instruction,Press each bubble on the circle fidget Pop It toy one by one using your fingers.,press each bubble on the circle fidget pop it toy one by one using your fingers.,,,push_pop_toy,push,circle fidget,push,test,push_pop_toy,reset,1,None,,sitting,lavender,1
test/push_pop_toy/28,EgoDex,EgoDex,task-instruction,Press each bubble on the circle fidget Pop It toy one by one using your fingers.,press each bubble on the circle fidget pop it toy one by one using your fingers.,,,push_pop_toy,push,circle fidget,push,test,push_pop_toy,reversible,1,Flip the circle fidget Pop It toy over and press the bubbles back to their original position.,,sitting,white,2
test/push_pop_toy/4,EgoDex,EgoDex,task-instruction,Flip the circle fidget Pop It toy over and press the bubbles back to their original position.,flip the circle fidget pop it toy over and press the bubbles back to their original position.,,,push_pop_toy,pop,circle fidget,pop,test,push_pop_toy,reversible,2,Press each bubble on the circle fidget Pop It toy one by one using your fingers.,,sitting,white,2
test/push_pop_toy/9,EgoDex,EgoDex,task-instruction,Press the bubbles on the circle fidget Pop It toy one by one using your fingers.,press the bubbles on the circle fidget pop it toy one by one using your fingers.,,,push_pop_toy,push,circle fidget,push,test,push_pop_toy,reset-free,1,None,,sitting,lavender,1
test/put_in_take_out_glasses/0,EgoDex,EgoDex,task-instruction,Take the brown glasses out of the beige case while sitting against a blue background.,take the brown glasses out of the beige case while sitting against a blue background.,,,put_in_take_out_glasses,take,brown glasses,take,test,put_in_take_out_glasses,reversible,2,Put the brown glasses into the beige case while sitting against a blue background.,,sitting,blue,2
test/put_in_take_out_glasses/1,EgoDex,EgoDex,task-instruction,Put the sunglasses into the black case.,put the sunglasses into the black case.,,,put_in_take_out_glasses,put,sunglasses,put,test,put_in_take_out_glasses,reversible,1,Take the sunglasses out of the black case.,,sitting,blue,2
test/put_in_take_out_glasses/17,EgoDex,EgoDex,task-instruction,Take the sunglasses out of the black case.,take the sunglasses out of the black case.,,,put_in_take_out_glasses,take,sunglasses,take,test,put_in_take_out_glasses,reversible,2,Put the sunglasses into the black case.,,sitting,blue,2
test/put_in_take_out_glasses/20,EgoDex,EgoDex,task-instruction,Take the brown glasses out of the beige case while sitting against a blue background.,take the brown glasses out of the beige case while sitting against a blue background.,,,put_in_take_out_glasses,take,brown glasses,take,test,put_in_take_out_glasses,reversible,2,Put the brown glasses into the beige case while sitting against a blue background.,,sitting,blue,2
test/put_in_take_out_glasses/21,EgoDex,EgoDex,task-instruction,Put the brown glasses into the beige case while sitting against a blue background.,put the brown glasses into the beige case while sitting against a blue background.,,,put_in_take_out_glasses,put,brown glasses,put,test,put_in_take_out_glasses,reversible,1,Take the brown glasses out of the beige case while sitting against a blue background.,,sitting,blue,2
test/put_in_take_out_glasses/23,EgoDex,EgoDex,task-instruction,Take the sunglasses out of the beige case on a table with a blue background while sitting.,take the sunglasses out of the beige case on a table with a blue background while sitting.,,,put_in_take_out_glasses,take,sunglasses,take,test,put_in_take_out_glasses,reversible,2,Put the sunglasses into the beige case on a table with a blue background while sitting.,,sitting,blue,2
test/put_toothpaste_on_toothbrush/15,EgoDex,EgoDex,task-instruction,"Take toothbrush from coffee cup, unscrew toothpaste cap, put toothpaste on toothbrush, screw cap back on toothpaste, put toothpaste down, and put toothbrush back into coffee cup.","take toothbrush from coffee cup, unscrew toothpaste cap, put toothpaste on toothbrush, screw cap back on toothpaste, put toothpaste down, and put toothbrush back into coffee cup.",,,put_toothpaste_on_toothbrush,put,toothpaste,put,test,put_toothpaste_on_toothbrush,reset-free,1,None,,sitting,blue,3
