ann_id,work,source_dataset,annotation_type,text,text_clean,t_start,t_end,clip_id,verb,noun,split,participant_id,verb_key,noun_key,verb_category,noun_category,hands,n_verbs,n_nouns,seg_dur_s
P03-20240218-094452-374,HD-EPIC,HD-EPIC,clip-narration,"Using both hands, hang the orange cloth on top of the kitchen tap.","using both hands, hang the orange cloth on top of the kitchen tap.",656.1,656.65,P03-20240218-094452,hang,orange cloth,full,P03,hang,cloth,leave,cleaning equipment and material,both hands,1,2,0.55
P03-20240218-094452-96,HD-EPIC,HD-EPIC,clip-narration,"With my left hand, open the cupboard located on the left hand side.","with my left hand, open the cupboard located on the left hand side.",191.05,192.17,P03-20240218-094452,open,cupboard,full,P03,open,cupboard,access,storage,left hand,1,2,1.12
P03-20240218-140054-176,HD-EPIC,HD-EPIC,clip-narration,"Slice garlic with my right hand, dropping the bits of garlic into the small bowl containing sesame oil, soy sauce and the garlic I cut earlier.","slice garlic with my right hand, dropping the bits of garlic into the small bowl containing sesame oil, soy sauce and the garlic i cut earlier.",547.17,551.31,P03-20240218-140054,slice,garlic,full,P03,cut,garlic,split,vegetables,right hand,3,5,4.14
P03-20240218-140054-243,HD-EPIC,HD-EPIC,clip-narration,"With my left hand, turn on the extraction fan above the hob to extract the steam from the saucepan.","with my left hand, turn on the extraction fan above the hob to extract the steam from the saucepan.",752.3,753.42,P03-20240218-140054,turn on,extraction fan,full,P03,turn-on,fan:extractor,access,appliances,left hand,2,4,1.12
P03-20240218-140054-28,HD-EPIC,HD-EPIC,clip-narration,"I realize the amount of dumplings is probably not enough for two people, so I open the middle drawer of the freezer again with my left hand.","i realize the amount of dumplings is probably not enough for two people, so i open the middle drawer of the freezer again with my left hand.",169.11,170.45,P03-20240218-140054,open,amount of dumplings,full,P03,open,drawer,access,furniture,left hand,1,3,1.34
P03-20240218-140054-327,HD-EPIC,HD-EPIC,clip-narration,Open fridge by pulling the door with my right hand.,open fridge by pulling the door with my right hand.,912.52,914.5,P03-20240218-140054,open,fridge,full,P03,open,fridge,access,appliances,right hand,2,2,1.98
P03-20240218-140054-334,HD-EPIC,HD-EPIC,clip-narration,Fold the plastic sleeve while I walk towards the rubbish bin.,fold the plastic sleeve while i walk towards the rubbish bin.,930.37,933.61,P03-20240218-140054,fold,plastic sleeve,full,P03,fold,package,order,containers,,2,2,3.24
P03-20240218-140054-354,HD-EPIC,HD-EPIC,clip-narration,pick up the remaining bunch of grapes from the box,pick up the remaining bunch of grapes from the box,964.66,966.12,P03-20240218-140054,pick up,remaining bunch of grapes,full,P03,take,rest,retrieve,other,,1,2,1.46
P03-20240218-144430-117,HD-EPIC,HD-EPIC,clip-narration,Move piece of garlic with my hand from the bowl into the sink drain plug.,move piece of garlic with my hand from the bowl into the sink drain plug.,227.85,229.29,P03-20240218-144430,move,piece of garlic,full,P03,move,garlic,transition,vegetables,,1,3,1.44
P03-20240218-144430-241,HD-EPIC,HD-EPIC,clip-narration,Grab kettle with my left hand.,grab kettle with my left hand.,446.0,446.51,P03-20240218-144430,grab,kettle,full,P03,take,kettle,retrieve,appliances,left hand,1,1,0.51
P03-20240218-144430-316,HD-EPIC,HD-EPIC,clip-narration,Turn off coffee grinder by pushing the button on the top with my right hand.,turn off coffee grinder by pushing the button on the top with my right hand.,598.56,600.38,P03-20240218-144430,turn off,coffee grinder,full,P03,turn-off,maker:coffee,block,appliances,right hand,2,2,1.82
P03-20240218-144430-345,HD-EPIC,HD-EPIC,clip-narration,Grab both the coffee V60 filter and the coffee jug and pull them towards me slowly along the kitchen top.,grab both the coffee v60 filter and the coffee jug and pull them towards me slowly along the kitchen top.,661.45,663.18,P03-20240218-144430,grab,coffee v60 filter,full,P03,take,maker:coffee,retrieve,appliances,,2,4,1.73
P03-20240218-144430-40,HD-EPIC,HD-EPIC,clip-narration,Pick up used tea bag from plate located on the kitchen top next to microwave oven.,pick up used tea bag from plate located on the kitchen top next to microwave oven.,69.7,70.42,P03-20240218-144430,pick up,used tea bag,full,P03,take,bag,retrieve,containers,,1,4,0.72
P03-20240218-144430-51,HD-EPIC,HD-EPIC,clip-narration,"With the left hand, pick up knife from the kitchen top above the dishwasher.","with the left hand, pick up knife from the kitchen top above the dishwasher.",88.98,89.65,P03-20240218-144430,pick up,knife,full,P03,take,knife,retrieve,cutlery,left hand,1,3,0.67
P03-20240218-190556-1060,HD-EPIC,HD-EPIC,clip-narration,Pick up chopping board from the kitchen top next to the sink using both hands.,pick up chopping board from the kitchen top next to the sink using both hands.,2914.55,2916.21,P03-20240218-190556,pick up,chopping board,full,P03,take,board:chopping,retrieve,utensils,both hands,1,3,1.66
P03-20240218-190556-1192,HD-EPIC,HD-EPIC,clip-narration,With my left hand pick up coffee jug from the kitchen top next to the coffee grinder.,with my left hand pick up coffee jug from the kitchen top next to the coffee grinder.,3176.55,3177.2,P03-20240218-190556,pick up,coffee jug,full,P03,take,jug,retrieve,crockery,left hand,1,3,0.65
P03-20240218-190556-246,HD-EPIC,HD-EPIC,clip-narration,With my right hand put down the recipe card on the kitchen top next to the microwave oven and the scale.,with my right hand put down the recipe card on the kitchen top next to the microwave oven and the scale.,705.26,706.23,P03-20240218-190556,put,recipe card,full,P03,put,paper,leave,materials,right hand,1,4,0.97
P03-20240218-190556-248,HD-EPIC,HD-EPIC,clip-narration,With my left hand pick a plant-based burger from the middle shelf of the fridge.,with my left hand pick a plant-based burger from the middle shelf of the fridge.,710.78,712.56,P03-20240218-190556,pick,plant-based burger,full,P03,take,burger,retrieve,meat and substitute,left hand,1,2,1.78
P03-20240218-190556-283,HD-EPIC,HD-EPIC,clip-narration,Shake the cardboard box above the sink and tap it against the sink to shake off bits of mushrooms. I do this because the cardboard must be clean in order to be recycled.,shake the cardboard box above the sink and tap it against the sink to shake off bits of mushrooms. i do this because the cardboard must be clean in order to be recycled.,772.55,773.87,P03-20240218-190556,shake,cardboard box,full,P03,shake,box,manipulate,containers,,4,4,1.32
P03-20240218-190556-349,HD-EPIC,HD-EPIC,clip-narration,"With my right hand, pick up the plastic colander from the kitchen top next to the sink.","with my right hand, pick up the plastic colander from the kitchen top next to the sink.",865.28,866.25,P03-20240218-190556,pick up,plastic colander,full,P03,take,package,retrieve,containers,right hand,1,3,0.97
P03-20240218-190556-41,HD-EPIC,HD-EPIC,clip-narration,"Place the bag of potatoes inside the bowl, which is standing on the scale to weigh the potatoes.","place the bag of potatoes inside the bowl, which is standing on the scale to weigh the potatoes.",92.0,93.8,P03-20240218-190556,place,bag of potatoes,full,P03,put,bag,leave,containers,,2,4,1.8
P03-20240218-190556-469,HD-EPIC,HD-EPIC,clip-narration,"With my left hand, push the bottom drawer to close it.","with my left hand, push the bottom drawer to close it.",1135.94,1136.84,P03-20240218-190556,push,bottom drawer,full,P03,press,drawer,manipulate,furniture,left hand,2,1,0.9
P03-20240218-190556-526,HD-EPIC,HD-EPIC,clip-narration,"Rinse the V60 filter stand under running tub water, moving the stand in a rotating motion to distribute water, and rinse the stand properly.","rinse the v60 filter stand under running tub water, moving the stand in a rotating motion to distribute water, and rinse the stand properly.",1241.53,1242.78,P03-20240218-190556,rinse,v60 filter stand,full,P03,wash,stand,clean,furniture,,3,5,1.25
P03-20240218-190556-591,HD-EPIC,HD-EPIC,clip-narration,with my right hand pick up recipe kit box from the top shelf of the stand and move it to my left hand.,with my right hand pick up recipe kit box from the top shelf of the stand and move it to my left hand.,1357.21,1358.9,P03-20240218-190556,pick up,recipe kit box,full,P03,take,box,retrieve,containers,"right hand, left hand",2,2,1.69
P03-20240218-190556-685,HD-EPIC,HD-EPIC,clip-narration,adjust hob heat by pressing buttons at the bottom of the hob with my right hand,adjust hob heat by pressing buttons at the bottom of the hob with my right hand,1705.21,1710.31,P03-20240218-190556,adjust,hob heat,full,P03,adjust,hob,monitor,appliances,right hand,2,3,5.1
P03-20240218-190556-696,HD-EPIC,HD-EPIC,clip-narration,With my left hand pick up spatula from the kitchen top.,with my left hand pick up spatula from the kitchen top.,1731.36,1731.99,P03-20240218-190556,pick up,spatula,full,P03,take,spatula,retrieve,utensils,left hand,1,2,0.63
P03-20240218-190556-718,HD-EPIC,HD-EPIC,clip-narration,"With my right hand, slide the knife along the kitchen top so that it no longer rests on top of the recipe card.","with my right hand, slide the knife along the kitchen top so that it no longer rests on top of the recipe card.",1787.7,1789.2,P03-20240218-190556,slide,knife,full,P03,slide,knife,manipulate,cutlery,right hand,1,3,1.5
P03-20240218-190556-748,HD-EPIC,HD-EPIC,clip-narration,With my left hand pick up spatula from the kitchen top next to the hob,with my left hand pick up spatula from the kitchen top next to the hob,1857.34,1857.74,P03-20240218-190556,pick up,spatula,full,P03,take,spatula,retrieve,utensils,left hand,1,3,0.4
P03-20240218-190556-91,HD-EPIC,HD-EPIC,clip-narration,"With my left hand, put the plastic colander containing potatoes on the sink.","with my left hand, put the plastic colander containing potatoes on the sink.",158.55,159.06,P03-20240218-190556,put,plastic colander,full,P03,put,package,leave,containers,left hand,1,3,0.51
P03-20240218-202148-144,HD-EPIC,HD-EPIC,clip-narration,"Scrape now the knife that I'm holding in my right hand with the spatula that I'm holding in my left hand. I managed to remove the food residue from the spatula, but now the knife is dirty, so I wipe it off with the spatula.","scrape now the knife that i'm holding in my right hand with the spatula that i'm holding in my left hand. i managed to remove the food residue from the spatula, but now the knife is dirty, so i wipe it off with the spatula.",352.16,354.04,P03-20240218-202148,scrape,knife,full,P03,scrape,knife,clean,cutlery,"right hand, left hand",3,3,1.88
P03-20240218-202148-202,HD-EPIC,HD-EPIC,clip-narration,"Get the kitchen paper by pulling the kitchen paper from its roll, then tearing the paper to detach it from the roll.","get the kitchen paper by pulling the kitchen paper from its roll, then tearing the paper to detach it from the roll.",476.67,478.86,P03-20240218-202148,get,kitchen paper,full,P03,take,paper,retrieve,materials,,4,4,2.19
P03-20240218-202148-77,HD-EPIC,HD-EPIC,clip-narration,"With my left hand, pick up the metal colander from the dishwasher bottom rack to make room for the dirty plate which I'm holding in my right hand.","with my left hand, pick up the metal colander from the dishwasher bottom rack to make room for the dirty plate which i'm holding in my right hand.",154.7,157.14,P03-20240218-202148,pick up,metal colander,full,P03,take,colander,retrieve,utensils,"left hand, right hand",2,4,2.44
P03-20240218-202148-81,HD-EPIC,HD-EPIC,clip-narration,"With my right hand, put down the dirty plate on the kitchen top next to the saucepan.","with my right hand, put down the dirty plate on the kitchen top next to the saucepan.",158.64,162.32999999999998,P03-20240218-202148,put down,dirty plate,full,P03,put,plate,leave,crockery,right hand,1,3,3.69
P04-20240413-142619-183,HD-EPIC,HD-EPIC,clip-narration,"After collecting 1 tablespoon of garlic powder in the spoon held in the left hand, tip the spoon so as to add the garlic powder onto the chicken in the bowl below.","after collecting 1 tablespoon of garlic powder in the spoon held in the left hand, tip the spoon so as to add the garlic powder onto the chicken in the bowl below.",401.41,404.66,P04-20240413-142619,collect,1 tablespoon of garlic powder,full,P04,put,spoon,leave,cutlery,left hand,2,5,3.25
P04-20240413-142619-274,HD-EPIC,HD-EPIC,clip-narration,Grab a small plate using the right hand from the upper shelf.,grab a small plate using the right hand from the upper shelf.,573.84,576.85,P04-20240413-142619,grab,small plate,full,P04,take,plate,retrieve,crockery,right hand,1,2,3.01
P04-20240413-142619-384,HD-EPIC,HD-EPIC,clip-narration,Move back the last remaining condiment jar on the wooden chopping board next to the other condiment jars placed in the back.,move back the last remaining condiment jar on the wooden chopping board next to the other condiment jars placed in the back.,828.84,829.44,P04-20240413-142619,move,last remaining condiment jar,full,P04,move,jar,transition,containers,,1,4,0.6
P04-20240413-142619-4,HD-EPIC,HD-EPIC,clip-narration,"Using the right hand, reach for the handle of the shelf that is on the bottom.","using the right hand, reach for the handle of the shelf that is on the bottom.",8.75,10.3,P04-20240413-142619,reach for,handle of shelf,full,P04,reach,handle,manipulate,cookware,right hand,1,2,1.55
P04-20240413-142619-601,HD-EPIC,HD-EPIC,clip-narration,Put down the kitchen towel using the left hand.,put down the kitchen towel using the left hand.,1431.0,1432.5,P04-20240413-142619,put down,kitchen towel,full,P04,put,towel,leave,materials,left hand,1,1,1.5
P04-20240413-145245-153,HD-EPIC,HD-EPIC,clip-narration,gently place back the picked up piece of chicken back onto its original position in the pan using the kitchen tongs,gently place back the picked up piece of chicken back onto its original position in the pan using the kitchen tongs,385.92,386.83,P04-20240413-145245,place,picked up piece of chicken,full,P04,put,chicken,leave,meat and substitute,,1,4,0.91
P04-20240413-145245-159,HD-EPIC,HD-EPIC,clip-narration,"Using the kitchen tongs in the right hand, grasp a side of the piece of chicken in the pan and carefully flip it to cook the other side.","using the kitchen tongs in the right hand, grasp a side of the piece of chicken in the pan and carefully flip it to cook the other side.",402.26,404.54,P04-20240413-145245,grasp,kitchen tongs,full,P04,squeeze,top,manipulate,furniture,right hand,3,6,2.28
P04-20240413-145245-336,HD-EPIC,HD-EPIC,clip-narration,Shake the right hand over the sink to remove any excess water after washing.,shake the right hand over the sink to remove any excess water after washing.,748.38,750.37,P04-20240413-145245,shake,sink,full,P04,shake,hand,manipulate,hand,right hand,2,3,1.99
P04-20240413-145245-472,HD-EPIC,HD-EPIC,clip-narration,The piece of chicken on the plastic chopping board is cut with a fork and knife.,the piece of chicken on the plastic chopping board is cut with a fork and knife.,973.07,973.97,P04-20240413-145245,cut,piece of chicken,full,P04,cut,chicken,split,meat and substitute,,1,4,0.9
P04-20240413-145245-529,HD-EPIC,HD-EPIC,clip-narration,"While holding the piece of chicken steady using the fork, cut it into two smaller pieces using the knife.","while holding the piece of chicken steady using the fork, cut it into two smaller pieces using the knife.",1073.58,1077.98,P04-20240413-145245,hold,piece of chicken,full,P04,cut,chicken,split,meat and substitute,,2,4,4.4
P04-20240413-145245-544,HD-EPIC,HD-EPIC,clip-narration,proceed to pick up another large piece of chicken from the bowl using the fork and knife,proceed to pick up another large piece of chicken from the bowl using the fork and knife,1113.16,1114.83,P04-20240413-145245,pick up,another large piece of chicken,full,P04,take,chicken,retrieve,meat and substitute,,1,4,1.67
P04-20240413-145245-566,HD-EPIC,HD-EPIC,clip-narration,rotate and hold another piece of chicken using the fork and knife,rotate and hold another piece of chicken using the fork and knife,1163.69,1169.77,P04-20240413-145245,rotate,another piece of chicken,full,P04,turn,chicken,manipulate,meat and substitute,,2,3,6.08
P04-20240413-151722-103,HD-EPIC,HD-EPIC,clip-narration,"Using the marker in the right hand, note down the weight of the recently weighed bowl of yogurt.","using the marker in the right hand, note down the weight of the recently weighed bowl of yogurt.",200.88,206.23,P04-20240413-151722,note,marker,full,P04,write,bowl,manipulate,crockery,right hand,1,2,5.35
P04-20240413-151722-234,HD-EPIC,HD-EPIC,clip-narration,turn off the tap using the right hand after washing hands,turn off the tap using the right hand after washing hands,517.6,518.34,P04-20240413-151722,turn off,tap,full,P04,turn-off,tap,block,appliances,right hand,2,1,0.74
P04-20240413-151722-39,HD-EPIC,HD-EPIC,clip-narration,"Using the right thumb, dust the bowl held in both hands.","using the right thumb, dust the bowl held in both hands.",78.8,80.07,P04-20240413-151722,dust,right thumb,full,P04,wash,bowl,clean,crockery,both hands,1,2,1.27
P04-20240413-151722-421,HD-EPIC,HD-EPIC,clip-narration,Carefully roll the tortilla to form the wrap.,carefully roll the tortilla to form the wrap.,931.06,933.73,P04-20240413-151722,roll,tortilla,full,P04,roll,wrap,block,materials,,2,2,2.67
P04-20240413-151722-476,HD-EPIC,HD-EPIC,clip-narration,Use the left hand to adjust the recently placed grilled chicken wrap in order to ensure that the stack of wraps do not fall apart.,use the left hand to adjust the recently placed grilled chicken wrap in order to ensure that the stack of wraps do not fall apart.,1036.23,1037.85,P04-20240413-151722,adjust,recently placed grilled chicken wrap,full,P04,adjust,wrap,monitor,materials,left hand,1,2,1.62
P04-20240414-064514-24,HD-EPIC,HD-EPIC,clip-narration,Transfer the condiment jar in the left hand to the right hand.,transfer the condiment jar in the left hand to the right hand.,62.07,62.98,P04-20240414-064514,transfer,condiment jar,full,P04,move,jar,transition,containers,"left hand, right hand",1,1,0.91
P04-20240414-065311-386,HD-EPIC,HD-EPIC,clip-narration,Pick up the carton of eggs with both hands from the countertop.,pick up the carton of eggs with both hands from the countertop.,1144.73,1146.19,P04-20240414-065311,pick up,carton of eggs,full,P04,take,package,retrieve,containers,both hands,1,2,1.46
P04-20240414-065311-449,HD-EPIC,HD-EPIC,clip-narration,Pick up the measuring cup containing almond milk and lift it off the countertop with the left hand.,pick up the measuring cup containing almond milk and lift it off the countertop with the left hand.,1329.03,1330.24,P04-20240414-065311,pick up,measuring cup,full,P04,take,cup,retrieve,crockery,left hand,2,3,1.21
P04-20240414-072251-191,HD-EPIC,HD-EPIC,clip-narration,"With the right hand, pick up the rubber spatula from the kitchen sink.","with the right hand, pick up the rubber spatula from the kitchen sink.",611.88,612.55,P04-20240414-072251,pick up,rubber spatula,full,P04,take,spatula,retrieve,utensils,right hand,1,2,0.67
P04-20240414-072251-236,HD-EPIC,HD-EPIC,clip-narration,Invert the pan again with the left hand and continue washing the top side of the pan with the right hand under the running tap water.,invert the pan again with the left hand and continue washing the top side of the pan with the right hand under the running tap water.,789.83,794.61,P04-20240414-072251,invert,pan,full,P04,flip,pan,manipulate,cookware,"left hand, right hand",2,3,4.78
P04-20240414-072251-252,HD-EPIC,HD-EPIC,clip-narration,"With the left hand, pick up the smiley faced dish sponge from the kitchen sink.","with the left hand, pick up the smiley faced dish sponge from the kitchen sink.",828.45,829.3,P04-20240414-072251,pick up,smiley faced dish sponge,full,P04,take,sponge,retrieve,cleaning equipment and material,left hand,1,2,0.85
P04-20240414-072251-352,HD-EPIC,HD-EPIC,clip-narration,Pick up the large white plate from the drying rack next to the kitchen sink with the right hand.,pick up the large white plate from the drying rack next to the kitchen sink with the right hand.,1083.35,1085.49,P04-20240414-072251,pick up,large white plate,full,P04,take,plate,retrieve,crockery,right hand,1,3,2.14
P04-20240414-072251-66,HD-EPIC,HD-EPIC,clip-narration,Place the spoon in the spoon holder next to the kitchen sink in order to allow it to dry.,place the spoon in the spoon holder next to the kitchen sink in order to allow it to dry.,234.41,236.18,P04-20240414-072251,place,spoon,full,P04,put,spoon,leave,cutlery,,1,3,1.77
P04-20240414-162750-149,HD-EPIC,HD-EPIC,clip-narration,"With the left index finger, press the power button of the scale in order to turn it on.","with the left index finger, press the power button of the scale in order to turn it on.",319.44,322.25,P04-20240414-162750,press,left index finger,full,P04,press,button,manipulate,appliances,,1,3,2.81
P04-20240414-162750-276,HD-EPIC,HD-EPIC,clip-narration,pick up the other half of the onion using the left hand,pick up the other half of the onion using the left hand,553.26,554.92,P04-20240414-162750,pick up,other half of onion,full,P04,take,onion,retrieve,vegetables,left hand,1,1,1.66
P04-20240414-162750-32,HD-EPIC,HD-EPIC,clip-narration,Put down the pack of mustard seeds next to the packet containing turmeric powder on the countertop using the right hand.,put down the pack of mustard seeds next to the packet containing turmeric powder on the countertop using the right hand.,78.57,79.13,P04-20240414-162750,put,pack of mustard seeds,full,P04,put,package,leave,containers,right hand,1,4,0.56
P04-20240414-162750-349,HD-EPIC,HD-EPIC,clip-narration,Pick up the knife from the wooden chopping board using the right hand,pick up the knife from the wooden chopping board using the right hand,699.84,700.35,P04-20240414-162750,pick up,knife,full,P04,take,knife,retrieve,cutlery,right hand,1,2,0.51
P04-20240414-162750-429,HD-EPIC,HD-EPIC,clip-narration,Pick up the olive oil bottle from the wooden chopping board using the right hand.,pick up the olive oil bottle from the wooden chopping board using the right hand.,1052.71,1053.51,P04-20240414-162750,pick up,olive oil bottle,full,P04,take,bottle,retrieve,containers,right hand,1,2,0.8
P04-20240414-162750-464,HD-EPIC,HD-EPIC,clip-narration,put down the pen back on the open notebook using the right hand,put down the pen back on the open notebook using the right hand,1124.2,1124.68,P04-20240414-162750,put down,pen,full,P04,put,pen,leave,utensils,right hand,1,2,0.48
P04-20240414-164751-50,HD-EPIC,HD-EPIC,clip-narration,"After undoing the rubber band over the plastic bag, pull out the opening of the bag with both hands so as to uncrumple it.","after undoing the rubber band over the plastic bag, pull out the opening of the bag with both hands so as to uncrumple it.",143.39,144.65,P04-20240414-164751,undo,rubber band,full,P04,pull,bag,manipulate,containers,both hands,2,4,1.26
P04-20240414-164751-8,HD-EPIC,HD-EPIC,clip-narration,"With the fingers of both hands, turn on the left burner of the electric hob and set it to the appropriate heat value.","with the fingers of both hands, turn on the left burner of the electric hob and set it to the appropriate heat value.",19.38,22.51,P04-20240414-164751,turn on,left burner of electric hob,full,P04,turn-on,hob,access,appliances,,2,2,3.13
P04-20240414-170520-129,HD-EPIC,HD-EPIC,clip-narration,With the right hand pick up and flip the colander that is in the drawer to check for other Utensils that might be buried under it,with the right hand pick up and flip the colander that is in the drawer to check for other utensils that might be buried under it,305.25,306.49,P04-20240414-170520,pick up,colander,full,P04,flip,colander,manipulate,utensils,right hand,3,3,1.24
P04-20240414-173337-208,HD-EPIC,HD-EPIC,clip-narration,"With the left hand, press the heat controls of the electric hob to set the right temperature","with the left hand, press the heat controls of the electric hob to set the right temperature",398.4,401.06,P04-20240414-173337,press,heat controls of electric hob,full,P04,press,hob,manipulate,appliances,left hand,2,2,2.66
P04-20240414-175337-152,HD-EPIC,HD-EPIC,clip-narration,"With the spoon in the right hand, pick up some more olive oil from the cup held by the left hand.","with the spoon in the right hand, pick up some more olive oil from the cup held by the left hand.",404.09,405.24,P04-20240414-175337,pick up,some more olive oil,full,P04,take,oil,retrieve,spices and herbs and sauces,"right hand, left hand",1,2,1.15
P04-20240414-175337-156,HD-EPIC,HD-EPIC,clip-narration,"With the right hand, scoop up some ghee using the spoon.","with the right hand, scoop up some ghee using the spoon.",408.79,410.44,P04-20240414-175337,scoop up,some ghee,full,P04,scoop,sauce,retrieve,spices and herbs and sauces,right hand,1,2,1.65
P04-20240414-175337-89,HD-EPIC,HD-EPIC,clip-narration,Use the left index finger to press the power button of the electric hob in order to turn off the heat.,use the left index finger to press the power button of the electric hob in order to turn off the heat.,254.62,255.5,P04-20240414-175337,press,left index finger,full,P04,press,hob,manipulate,appliances,,1,3,0.88
P04-20240414-181030-12,HD-EPIC,HD-EPIC,clip-narration,Close the door to the cabinet with the left hand.,close the door to the cabinet with the left hand.,13.01,14.32,P04-20240414-181030,close,door,full,P04,close,cupboard,block,storage,left hand,1,2,1.31
P04-20240414-181030-272,HD-EPIC,HD-EPIC,clip-narration,"With the left hand, pick up the long metallic spatula from the plate of utensils next to the kitchen sink.","with the left hand, pick up the long metallic spatula from the plate of utensils next to the kitchen sink.",532.35,532.84,P04-20240414-181030,pick up,long metallic spatula,full,P04,take,spatula,retrieve,utensils,left hand,1,3,0.49
P04-20240414-181030-328,HD-EPIC,HD-EPIC,clip-narration,Continue washing and scrubbing the soapy spatula under the running tap water with both hands.,continue washing and scrubbing the soapy spatula under the running tap water with both hands.,677.32,686.2,P04-20240414-181030,wash,soapy spatula,full,P04,wash,spatula,clean,utensils,both hands,2,2,8.88
P04-20240414-181030-369,HD-EPIC,HD-EPIC,clip-narration,"With both hands, wash the tablespoon under the running tap water in order to clean it and rinse off the soap that was on it.","with both hands, wash the tablespoon under the running tap water in order to clean it and rinse off the soap that was on it.",746.81,750.46,P04-20240414-181030,wash,tablespoon,full,P04,wash,spoon,clean,cutlery,both hands,2,3,3.65
P04-20240414-181030-372,HD-EPIC,HD-EPIC,clip-narration,"With the left hand, pick up the remaining utensils from the plate next to the kitchen sink so that we can wash them next.","with the left hand, pick up the remaining utensils from the plate next to the kitchen sink so that we can wash them next.",753.56,755.37,P04-20240414-181030,pick up,remaining utensils,full,P04,take,utensil,retrieve,utensils,left hand,1,3,1.81
P04-20240415-175615-176,HD-EPIC,HD-EPIC,clip-narration,Put down the pen over the notebook with the right hand.,put down the pen over the notebook with the right hand.,421.19,421.54,P04-20240415-175615,put down,pen,full,P04,put,pen,leave,utensils,right hand,1,2,0.35
P04-20240415-175615-260,HD-EPIC,HD-EPIC,clip-narration,Turn the electric weighing scale back on using the left thumb by pushing down on its power button.,turn the electric weighing scale back on using the left thumb by pushing down on its power button.,587.55,588.65,P04-20240415-175615,turn on,electric weighing scale,full,P04,turn-on,scale,access,appliances,,2,3,1.1
P04-20240415-175615-283,HD-EPIC,HD-EPIC,clip-narration,Using the left hand pick up the cut piece of ginger.,using the left hand pick up the cut piece of ginger.,617.26,617.64,P04-20240415-175615,pick,cut piece of ginger,full,P04,take,ginger,retrieve,spices and herbs and sauces,left hand,1,1,0.38
P04-20240415-175615-45,HD-EPIC,HD-EPIC,clip-narration,Place the jar in the right hand on the countertop next to the wooden chopping board.,place the jar in the right hand on the countertop next to the wooden chopping board.,106.47,108.92,P04-20240415-175615,place,jar,full,P04,put,jar,leave,containers,right hand,1,3,2.45
P04-20240415-175615-64,HD-EPIC,HD-EPIC,clip-narration,Pick up a small piece of ginger from the produce rack with the right hand.,pick up a small piece of ginger from the produce rack with the right hand.,148.82,149.95,P04-20240415-175615,pick up,small piece of ginger,full,P04,take,ginger,retrieve,spices and herbs and sauces,right hand,1,2,1.13
P04-20240415-175615-69,HD-EPIC,HD-EPIC,clip-narration,With the right hand open the door to the refrigerator below.,with the right hand open the door to the refrigerator below.,162.36,166.34,P04-20240415-175615,open,door,full,P04,open,cupboard,access,storage,right hand,1,2,3.98
P04-20240415-181212-153,HD-EPIC,HD-EPIC,clip-narration,Put down the bowl of basmati rice on the countertop using the right hand,put down the bowl of basmati rice on the countertop using the right hand,333.08,335.4,P04-20240415-181212,put down,bowl of basmati rice,full,P04,put,bowl,leave,crockery,right hand,1,2,2.32
P04-20240415-181212-4,HD-EPIC,HD-EPIC,clip-narration,"Hold the pen cap securely in the left hand and pull the pen out using the right hand, uncapping it in order to prepare it for writing.","hold the pen cap securely in the left hand and pull the pen out using the right hand, uncapping it in order to prepare it for writing.",6.02,6.87,P04-20240415-181212,hold,pen cap,full,P04,pull,pen,manipulate,utensils,"left hand, right hand",4,3,0.85
P04-20240415-181212-41,HD-EPIC,HD-EPIC,clip-narration,"Place the pestle on the draining board mat, positioning it such that any excess water is dried thoroughly before future use.","place the pestle on the draining board mat, positioning it such that any excess water is dried thoroughly before future use.",71.28,71.96000000000001,P04-20240415-181212,place,pestle,full,P04,put,pestle,leave,utensils,,2,4,0.68
P04-20240415-184003-170,HD-EPIC,HD-EPIC,clip-narration,Turn on the tap with the right hand to wash the dishes,turn on the tap with the right hand to wash the dishes,383.8,384.2,P04-20240415-184003,turn on,tap,full,P04,turn-on,tap,access,appliances,right hand,2,2,0.4
P04-20240415-184003-280,HD-EPIC,HD-EPIC,clip-narration,after lathering up with soap put down the glass cup in the kitchen sink using the left hand,after lathering up with soap put down the glass cup in the kitchen sink using the left hand,618.95,621.33,P04-20240415-184003,lather up,soap,full,P04,put,glass,leave,crockery,left hand,2,3,2.38
P04-20240415-184003-37,HD-EPIC,HD-EPIC,clip-narration,Wash the inner walls of the measuring jug under the tap water by collecting water inside it.,wash the inner walls of the measuring jug under the tap water by collecting water inside it.,100.49,101.24,P04-20240415-184003,wash,inner walls of measuring jug,full,P04,wash,jug,clean,crockery,,2,4,0.75
P04-20240415-184003-464,HD-EPIC,HD-EPIC,clip-narration,Lift up the book using the left hand to reveal the cardboard end of the book.,lift up the book using the left hand to reveal the cardboard end of the book.,1024.81,1027.63,P04-20240415-184003,lift,book,full,P04,lift,book,retrieve,other,left hand,2,2,2.82
P05-20240423-170021-117,HD-EPIC,HD-EPIC,clip-narration,"slice onion using knife with my right hand, using the left hand as a guide.","slice onion using knife with my right hand, using the left hand as a guide.",313.39,323.74,P05-20240423-170021,slice,onion,full,P05,cut,onion,split,vegetables,"right hand, left hand",1,3,10.35
