ann_id,annotation_type,stream,text,text_zh,t_start,t_end,clip_id,verb,noun,verb_category,work,source_dataset,split,text_clean,seg_dur_s
prim:scene_02__A004++seq__352c9c1998b2e922f92c__2023-05-07-18-34-12:1,atomic-substep,primitive_task,Remove the usb stick from the laptop.,将usb从笔记本电脑上移除。,14.533,20.975,scene_02__A004++seq__352c9c1998b2e922f92c__2023-05-07-18-34-12,remove,stick,manipulate,OakInk2,OakInk2,full,remove the usb stick from the laptop.,6.442
prim:scene_02__A004++seq__352c9c1998b2e922f92c__2023-05-07-18-34-12:6,atomic-substep,primitive_task,Push in the drawer.,合上抽屉,40.525,43.192,scene_02__A004++seq__352c9c1998b2e922f92c__2023-05-07-18-34-12,push,drawer,access,OakInk2,OakInk2,full,push in the drawer.,2.667
prim:scene_02__A004++seq__380a384622fbf36ca0f1__2023-04-26-20-50-19:1,atomic-substep,primitive_task,Hold the whiteboard pen to the position.,用手抓握白板笔并保持位置。,18.2,19.733,scene_02__A004++seq__380a384622fbf36ca0f1__2023-04-26-20-50-19,hold,pen,retrieve,OakInk2,OakInk2,full,hold the whiteboard pen to the position.,1.533
prim:scene_02__A004++seq__486fccbc8bd722e4d8df__2023-05-07-18-53-42:17,atomic-substep,primitive_task,Write with the pencil on the paper.,用铅笔在纸上书写。,105.783,137.142,scene_02__A004++seq__486fccbc8bd722e4d8df__2023-05-07-18-53-42,write,paper,manipulate,OakInk2,OakInk2,full,write with the pencil on the paper.,31.359
prim:scene_02__A004++seq__486fccbc8bd722e4d8df__2023-05-07-18-53-42:6,atomic-substep,primitive_task,Rearrange the lamp from one position to another position.,将台灯从一个位置移动到另一个位置。,36.5,39.867,scene_02__A004++seq__486fccbc8bd722e4d8df__2023-05-07-18-53-42,rearrange,lamp,manipulate,OakInk2,OakInk2,full,rearrange the lamp from one position to another position.,3.367
prim:scene_02__A004++seq__486fccbc8bd722e4d8df__2023-05-07-18-53-42:7,atomic-substep,primitive_task,Insert the lightbulb into the lamp.,将灯泡装入设备,40.0,67.258,scene_02__A004++seq__486fccbc8bd722e4d8df__2023-05-07-18-53-42,insert,lightbulb,leave,OakInk2,OakInk2,full,insert the lightbulb into the lamp.,27.258
prim:scene_02__A004++seq__59a87748f870590410f1__2023-05-07-19-50-16:12,atomic-substep,primitive_task,Shear paper with the stapler.,用剪刀剪纸,91.3,139.867,scene_02__A004++seq__59a87748f870590410f1__2023-05-07-19-50-16,shear,paper,manipulate,OakInk2,OakInk2,full,shear paper with the stapler.,48.567
prim:scene_02__A004++seq__8e463d9013085a8a682a__2023-05-07-19-42-17:1,atomic-substep,primitive_task,Remove the pen cap.,移除笔盖,9.125,13.533,scene_02__A004++seq__8e463d9013085a8a682a__2023-05-07-19-42-17,remove,cap,manipulate,OakInk2,OakInk2,full,remove the pen cap.,4.408
prim:scene_02__A004++seq__8e463d9013085a8a682a__2023-05-07-19-42-17:2,atomic-substep,primitive_task,Hold pen cap to the position.,用手抓握笔盖并保持位置。,13.533,21.908,scene_02__A004++seq__8e463d9013085a8a682a__2023-05-07-19-42-17,hold,cap,retrieve,OakInk2,OakInk2,full,hold pen cap to the position.,8.375
prim:scene_02__A004++seq__959a025a97c09ece4891__2023-05-07-19-39-17:2,atomic-substep,primitive_task,Push in the drawer.,合上抽屉,14.783,17.858,scene_02__A004++seq__959a025a97c09ece4891__2023-05-07-19-39-17,push,drawer,access,OakInk2,OakInk2,full,push in the drawer.,3.075
prim:scene_02__A004++seq__959a025a97c09ece4891__2023-05-07-19-39-17:6,atomic-substep,primitive_task,Remove the pen cap.,移除笔盖,24.925,26.625,scene_02__A004++seq__959a025a97c09ece4891__2023-05-07-19-39-17,remove,cap,manipulate,OakInk2,OakInk2,full,remove the pen cap.,1.7
prim:scene_02__A004++seq__9cf448429878c58036ef__2023-05-07-18-47-31:4,atomic-substep,primitive_task,Remove the power plug of the laptop.,移除笔记本电脑的电源插头。,23.55,28.417,scene_02__A004++seq__9cf448429878c58036ef__2023-05-07-18-47-31,remove,plug,manipulate,OakInk2,OakInk2,full,remove the power plug of the laptop.,4.867
prim:scene_02__A004++seq__9cf448429878c58036ef__2023-05-07-18-47-31:7,atomic-substep,primitive_task,Take the drawer outside the box.,将抽屉拿出盒子。,37.925,42.467,scene_02__A004++seq__9cf448429878c58036ef__2023-05-07-18-47-31,take,drawer,retrieve,OakInk2,OakInk2,full,take the drawer outside the box.,4.542
prim:scene_02__A004++seq__9cf448429878c58036ef__2023-05-07-18-47-31:9,atomic-substep,primitive_task,Place the gamecontroler inside the drawer.,将游戏手柄放入抽屉。,45.783,51.783,scene_02__A004++seq__9cf448429878c58036ef__2023-05-07-18-47-31,place,gamecontroler,leave,OakInk2,OakInk2,full,place the gamecontroler inside the drawer.,6.0
prim:scene_02__A004++seq__b4b28ce5e8b2ee9ca061__2023-05-07-18-38-10:0,atomic-substep,primitive_task,Remove the box lid.,移开盒子盖子,8.225,12.0,scene_02__A004++seq__b4b28ce5e8b2ee9ca061__2023-05-07-18-38-10,remove,lid,manipulate,OakInk2,OakInk2,full,remove the box lid.,3.775
prim:scene_02__A004++seq__b4b28ce5e8b2ee9ca061__2023-05-07-18-38-10:10,atomic-substep,primitive_task,Hold the power socket to the position.,用手抓握电源插座并保持位置。,69.642,71.942,scene_02__A004++seq__b4b28ce5e8b2ee9ca061__2023-05-07-18-38-10,hold,socket,retrieve,OakInk2,OakInk2,full,hold the power socket to the position.,2.3
prim:scene_02__A004++seq__b4b28ce5e8b2ee9ca061__2023-05-07-18-38-10:12,atomic-substep,primitive_task,Hold the usb hub to the position.,用手抓握usb扩展坞并保持位置。,76.475,79.683,scene_02__A004++seq__b4b28ce5e8b2ee9ca061__2023-05-07-18-38-10,hold,hub,retrieve,OakInk2,OakInk2,full,hold the usb hub to the position.,3.208
prim:scene_02__A004++seq__b4b28ce5e8b2ee9ca061__2023-05-07-18-38-10:13,atomic-substep,primitive_task,Rearrange the mouse from one position to another position.,将鼠标从一个位置移动到另一个位置。,77.708,79.983,scene_02__A004++seq__b4b28ce5e8b2ee9ca061__2023-05-07-18-38-10,rearrange,mouse,manipulate,OakInk2,OakInk2,full,rearrange the mouse from one position to another position.,2.275
prim:scene_02__A004++seq__b4b28ce5e8b2ee9ca061__2023-05-07-18-38-10:7,atomic-substep,primitive_task,Insert the lightbulb into the lamp.,将灯泡装入设备,38.417,52.192,scene_02__A004++seq__b4b28ce5e8b2ee9ca061__2023-05-07-18-38-10,insert,lightbulb,leave,OakInk2,OakInk2,full,insert the lightbulb into the lamp.,13.775
prim:scene_02__A004++seq__b9b4c5f90793072b9d41__2023-04-26-20-40-40:2,atomic-substep,primitive_task,Put on the box lid.,盖上盒子盖子,21.192,26.792,scene_02__A004++seq__b9b4c5f90793072b9d41__2023-04-26-20-40-40,put,lid,leave,OakInk2,OakInk2,full,put on the box lid.,5.6
prim:scene_02__A004++seq__ce34397dc4962c9ad138__2023-05-07-19-57-53:1,atomic-substep,primitive_task,Write with the whiteboard pen on the whiteboard.,用白板笔在白板上书写。,14.342,27.017,scene_02__A004++seq__ce34397dc4962c9ad138__2023-05-07-19-57-53,write,whiteboard,manipulate,OakInk2,OakInk2,full,write with the whiteboard pen on the whiteboard.,12.675
prim:scene_02__A004++seq__e983778af409037ac690__2023-04-26-20-32-21:0,atomic-substep,primitive_task,Open the lid of the laptop.,打开笔记本电脑盖子,6.658,11.025,scene_02__A004++seq__e983778af409037ac690__2023-04-26-20-32-21,open,lid,access,OakInk2,OakInk2,full,open the lid of the laptop.,4.367
prim:scene_02__A005++seq__0d1653eb4f8f74894438__2023-04-20-10-38-33:0,atomic-substep,primitive_task,Staple paper together with stapler.,用订书机装订纸,6.108,19.692,scene_02__A005++seq__0d1653eb4f8f74894438__2023-04-20-10-38-33,staple,together,manipulate,OakInk2,OakInk2,full,staple paper together with stapler.,13.584
prim:scene_02__A005++seq__1b9e60c37a3a7fcacbd4__2023-04-25-20-39-59:3,atomic-substep,primitive_task,Place the drawer inside the box.,将抽屉放入盒子。,16.25,22.692,scene_02__A005++seq__1b9e60c37a3a7fcacbd4__2023-04-25-20-39-59,place,drawer,leave,OakInk2,OakInk2,full,place the drawer inside the box.,6.442
prim:scene_02__A005++seq__1e9952b388e901e173b3__2023-04-20-09-34-29:0,atomic-substep,primitive_task,Press the button on the lamp.,按下台灯上的按钮。,7.35,11.958,scene_02__A005++seq__1e9952b388e901e173b3__2023-04-20-09-34-29,press,button,access,OakInk2,OakInk2,full,press the button on the lamp.,4.608
prim:scene_02__A005++seq__39c30d86600d4b2e4581__2023-04-25-18-43-06:7,atomic-substep,primitive_task,Remove the power plug of the laptop.,移除笔记本电脑的电源插头。,27.85,34.983,scene_02__A005++seq__39c30d86600d4b2e4581__2023-04-25-18-43-06,remove,plug,manipulate,OakInk2,OakInk2,full,remove the power plug of the laptop.,7.133
prim:scene_02__A005++seq__3d80692678e9f2b16558__2023-04-20-09-59-17:0,atomic-substep,primitive_task,Pull out the drawer.,拉开抽屉,5.925,11.6,scene_02__A005++seq__3d80692678e9f2b16558__2023-04-20-09-59-17,pull,drawer,retrieve,OakInk2,OakInk2,full,pull out the drawer.,5.675
prim:scene_02__A005++seq__5ced9ba4d054b4039ecb__2023-04-25-20-36-43:2,atomic-substep,primitive_task,Place the mouse inside the drawer.,将鼠标放入抽屉。,10.942,14.625,scene_02__A005++seq__5ced9ba4d054b4039ecb__2023-04-25-20-36-43,place,mouse,leave,OakInk2,OakInk2,full,place the mouse inside the drawer.,3.683
prim:scene_02__A005++seq__6b5c334699d51ff0993a__2023-04-25-20-43-37:0,atomic-substep,primitive_task,Remove the usb stick from the laptop.,将usb从笔记本电脑上移除。,5.733,13.108,scene_02__A005++seq__6b5c334699d51ff0993a__2023-04-25-20-43-37,remove,stick,manipulate,OakInk2,OakInk2,full,remove the usb stick from the laptop.,7.375
prim:scene_02__A005++seq__76f7db714ac51188ae37__2023-04-20-10-05-30:0,atomic-substep,primitive_task,Remove the power plug,移除电源插头,5.142,16.283,scene_02__A005++seq__76f7db714ac51188ae37__2023-04-20-10-05-30,remove,plug,manipulate,OakInk2,OakInk2,full,remove the power plug,11.141
prim:scene_02__A005++seq__788108ba88cdeb93f1bb__2023-04-25-18-26-40:0,atomic-substep,primitive_task,Plug in the power plug of the laptop.,插入笔记本电脑的电源插头。,9.542,23.992,scene_02__A005++seq__788108ba88cdeb93f1bb__2023-04-25-18-26-40,plug,laptop,access,OakInk2,OakInk2,full,plug in the power plug of the laptop.,14.45
prim:scene_02__A005++seq__a5d2c553db85848395c8__2023-04-25-18-31-48:10,atomic-substep,primitive_task,Hold the usb stick to the position.,用手抓握usb存储并保持位置。,56.808,61.25,scene_02__A005++seq__a5d2c553db85848395c8__2023-04-25-18-31-48,hold,stick,retrieve,OakInk2,OakInk2,full,hold the usb stick to the position.,4.442
prim:scene_02__A005++seq__a5e8acc91b23e487f576__2023-04-20-10-29-01:0,atomic-substep,primitive_task,Brush whiteboard with the whiteboard eraser.,用白板擦擦白板,5.3,31.083,scene_02__A005++seq__a5e8acc91b23e487f576__2023-04-20-10-29-01,brush,whiteboard,distribute,OakInk2,OakInk2,full,brush whiteboard with the whiteboard eraser.,25.783
prim:scene_02__A005++seq__e04db873d94e3ad37cbe__2023-04-25-19-12-10:15,atomic-substep,primitive_task,Hold box lid to the position.,用手抓握盒盖并保持位置。,80.85,81.683,scene_02__A005++seq__e04db873d94e3ad37cbe__2023-04-25-19-12-10,hold,lid,retrieve,OakInk2,OakInk2,full,hold box lid to the position.,0.833
prim:scene_02__A005++seq__e04db873d94e3ad37cbe__2023-04-25-19-12-10:5,atomic-substep,primitive_task,Place the pencil inside the drawer.,将铅笔放入抽屉。,17.967,22.942,scene_02__A005++seq__e04db873d94e3ad37cbe__2023-04-25-19-12-10,place,pencil,leave,OakInk2,OakInk2,full,place the pencil inside the drawer.,4.975
prim:scene_02__A005++seq__e04db873d94e3ad37cbe__2023-04-25-19-12-10:7,atomic-substep,primitive_task,Push in the drawer.,合上抽屉,31.975,33.883,scene_02__A005++seq__e04db873d94e3ad37cbe__2023-04-25-19-12-10,push,drawer,access,OakInk2,OakInk2,full,push in the drawer.,1.908
prim:scene_02__A005++seq__efd166c0cffda247d1e9__2023-04-20-10-04-31:0,atomic-substep,primitive_task,Plug in the power plug,插入电源插头,6.917,16.725,scene_02__A005++seq__efd166c0cffda247d1e9__2023-04-20-10-04-31,plug,plug,access,OakInk2,OakInk2,full,plug in the power plug,9.808
prim:scene_02__A005++seq__f0b722436e99d448cd74__2023-04-25-18-55-27:0,atomic-substep,primitive_task,Plug in the power plug of the lamp.,插入台灯的电源插头。,5.65,13.525,scene_02__A005++seq__f0b722436e99d448cd74__2023-04-25-18-55-27,plug,lamp,access,OakInk2,OakInk2,full,plug in the power plug of the lamp.,7.875
prim:scene_02__A005++seq__f0b722436e99d448cd74__2023-04-25-18-55-27:10,atomic-substep,primitive_task,Sharpen the pencil with the sharpener.,用卷笔刀削铅笔,45.85,49.417,scene_02__A005++seq__f0b722436e99d448cd74__2023-04-25-18-55-27,sharpen,pencil,manipulate,OakInk2,OakInk2,full,sharpen the pencil with the sharpener.,3.567
prim:scene_02__A005++seq__f0b722436e99d448cd74__2023-04-25-18-55-27:7,atomic-substep,primitive_task,Put the flower into the vase.,将花放入花瓶,34.475,39.075,scene_02__A005++seq__f0b722436e99d448cd74__2023-04-25-18-55-27,put,flower,leave,OakInk2,OakInk2,full,put the flower into the vase.,4.6
prim:scene_02__A005++seq__f0b722436e99d448cd74__2023-04-25-18-55-27:9,atomic-substep,primitive_task,Hold the pencil sharpener and the pencil to the position.,用手抓握卷笔刀和铅笔并保持位置。,45.05,45.85,scene_02__A005++seq__f0b722436e99d448cd74__2023-04-25-18-55-27,hold,sharpener,retrieve,OakInk2,OakInk2,full,hold the pencil sharpener and the pencil to the position.,0.8
prim:scene_02__A005++seq__fb9699b5af2e75883b2a__2023-04-25-18-34-18:3,atomic-substep,primitive_task,Remove the power plug of the laptop.,移除笔记本电脑的电源插头。,27.083,32.917,scene_02__A005++seq__fb9699b5af2e75883b2a__2023-04-25-18-34-18,remove,plug,manipulate,OakInk2,OakInk2,full,remove the power plug of the laptop.,5.834
prim:scene_02__A005++seq__fb9699b5af2e75883b2a__2023-04-25-18-34-18:4,atomic-substep,primitive_task,Rearrange the mouse from one position to another position.,将鼠标从一个位置移动到另一个位置。,33.817,36.958,scene_02__A005++seq__fb9699b5af2e75883b2a__2023-04-25-18-34-18,rearrange,mouse,manipulate,OakInk2,OakInk2,full,rearrange the mouse from one position to another position.,3.141
prim:scene_02__A005++seq__fb9699b5af2e75883b2a__2023-04-25-18-34-18:7,atomic-substep,primitive_task,Push in the drawer.,合上抽屉,41.992,44.158,scene_02__A005++seq__fb9699b5af2e75883b2a__2023-04-25-18-34-18,push,drawer,access,OakInk2,OakInk2,full,push in the drawer.,2.166
prim:scene_02__A007++seq__02c02468f336c6fd509e__2023-04-19-09-46-24:1,atomic-substep,primitive_task,Sharpen the pencil with the sharpener.,用卷笔刀削铅笔,10.192,14.592,scene_02__A007++seq__02c02468f336c6fd509e__2023-04-19-09-46-24,sharpen,pencil,manipulate,OakInk2,OakInk2,full,sharpen the pencil with the sharpener.,4.4
prim:scene_02__A007++seq__0308b11a48fa1bc03f78__2023-05-15-18-33-56:7,atomic-substep,primitive_task,Push in the drawer.,合上抽屉,33.4,36.008,scene_02__A007++seq__0308b11a48fa1bc03f78__2023-05-15-18-33-56,push,drawer,access,OakInk2,OakInk2,full,push in the drawer.,2.608
prim:scene_02__A007++seq__0308b11a48fa1bc03f78__2023-05-15-18-33-56:8,atomic-substep,primitive_task,Place the drawer inside the box.,将抽屉放入盒子。,36.808,43.108,scene_02__A007++seq__0308b11a48fa1bc03f78__2023-05-15-18-33-56,place,drawer,leave,OakInk2,OakInk2,full,place the drawer inside the box.,6.3
prim:scene_02__A007++seq__06d2f1c8ee39209ea62a__2023-05-15-19-37-06:4,atomic-substep,primitive_task,remove the pencil from the sharpener,将铅笔从卷笔刀中取出,38.175,40.783,scene_02__A007++seq__06d2f1c8ee39209ea62a__2023-05-15-19-37-06,remove,pencil,manipulate,OakInk2,OakInk2,full,remove the pencil from the sharpener,2.608
prim:scene_02__A007++seq__06d2f1c8ee39209ea62a__2023-05-15-19-37-06:9,atomic-substep,primitive_task,Put on the box lid.,盖上盒子盖子,65.067,74.533,scene_02__A007++seq__06d2f1c8ee39209ea62a__2023-05-15-19-37-06,put,lid,leave,OakInk2,OakInk2,full,put on the box lid.,9.466
prim:scene_02__A007++seq__47e95cffd68d298d0676__2023-05-15-18-41-34:2,atomic-substep,primitive_task,Close the lid of the laptop.,合上笔记本电脑盖子,9.35,11.55,scene_02__A007++seq__47e95cffd68d298d0676__2023-05-15-18-41-34,close,lid,access,OakInk2,OakInk2,full,close the lid of the laptop.,2.2
prim:scene_02__A007++seq__4e42c78633df66b314f2__2023-05-15-19-33-21:0,atomic-substep,primitive_task,Remove the pen cap.,移除笔盖,5.733,11.4,scene_02__A007++seq__4e42c78633df66b314f2__2023-05-15-19-33-21,remove,cap,manipulate,OakInk2,OakInk2,full,remove the pen cap.,5.667
prim:scene_02__A007++seq__4e42c78633df66b314f2__2023-05-15-19-33-21:12,atomic-substep,primitive_task,Take the stapler outside the box.,将订书机拿出盒子。,87.058,90.492,scene_02__A007++seq__4e42c78633df66b314f2__2023-05-15-19-33-21,take,stapler,retrieve,OakInk2,OakInk2,full,take the stapler outside the box.,3.434
prim:scene_02__A007++seq__4e42c78633df66b314f2__2023-05-15-19-33-21:14,atomic-substep,primitive_task,Brush whiteboard with the whiteboard eraser.,用白板擦擦白板,100.7,113.742,scene_02__A007++seq__4e42c78633df66b314f2__2023-05-15-19-33-21,brush,whiteboard,distribute,OakInk2,OakInk2,full,brush whiteboard with the whiteboard eraser.,13.042
prim:scene_02__A007++seq__4e42c78633df66b314f2__2023-05-15-19-33-21:2,atomic-substep,primitive_task,Cap the pen.,盖上笔盖,28.483,31.817,scene_02__A007++seq__4e42c78633df66b314f2__2023-05-15-19-33-21,cap,pen,access,OakInk2,OakInk2,full,cap the pen.,3.334
prim:scene_02__A007++seq__4e42c78633df66b314f2__2023-05-15-19-33-21:4,atomic-substep,primitive_task,Remove the box lid.,移开盒子盖子,35.317,39.625,scene_02__A007++seq__4e42c78633df66b314f2__2023-05-15-19-33-21,remove,lid,manipulate,OakInk2,OakInk2,full,remove the box lid.,4.308
prim:scene_02__A007++seq__59796d68e1187324f398__2023-05-15-18-51-04:0,atomic-substep,primitive_task,Remove the box lid.,移开盒子盖子,6.75,11.717,scene_02__A007++seq__59796d68e1187324f398__2023-05-15-18-51-04,remove,lid,manipulate,OakInk2,OakInk2,full,remove the box lid.,4.967
prim:scene_02__A007++seq__63ca89a316cb80143b92__2023-05-15-18-29-19:15,atomic-substep,primitive_task,Use the mouse to control the laptop.,用鼠标控制笔记本电脑。,77.108,78.642,scene_02__A007++seq__63ca89a316cb80143b92__2023-05-15-18-29-19,use,mouse,manipulate,OakInk2,OakInk2,full,use the mouse to control the laptop.,1.534
prim:scene_02__A007++seq__63ca89a316cb80143b92__2023-05-15-18-29-19:5,atomic-substep,primitive_task,Pull out the drawer.,拉开抽屉,44.525,49.425,scene_02__A007++seq__63ca89a316cb80143b92__2023-05-15-18-29-19,pull,drawer,retrieve,OakInk2,OakInk2,full,pull out the drawer.,4.9
prim:scene_02__A007++seq__662b07567133f2490efc__2023-05-15-19-42-12:0,atomic-substep,primitive_task,Remove the box lid.,移开盒子盖子,5.5,12.0,scene_02__A007++seq__662b07567133f2490efc__2023-05-15-19-42-12,remove,lid,manipulate,OakInk2,OakInk2,full,remove the box lid.,6.5
prim:scene_02__A007++seq__662b07567133f2490efc__2023-05-15-19-42-12:3,atomic-substep,primitive_task,Put on the box lid.,盖上盒子盖子,22.542,26.817,scene_02__A007++seq__662b07567133f2490efc__2023-05-15-19-42-12,put,lid,leave,OakInk2,OakInk2,full,put on the box lid.,4.275
prim:scene_02__A007++seq__662b07567133f2490efc__2023-05-15-19-42-12:4,atomic-substep,primitive_task,Remove the pen cap.,移除笔盖,29.683,38.158,scene_02__A007++seq__662b07567133f2490efc__2023-05-15-19-42-12,remove,cap,manipulate,OakInk2,OakInk2,full,remove the pen cap.,8.475
prim:scene_02__A007++seq__662b07567133f2490efc__2023-05-15-19-42-12:6,atomic-substep,primitive_task,Cap the pen.,盖上笔盖,53.567,59.867,scene_02__A007++seq__662b07567133f2490efc__2023-05-15-19-42-12,cap,pen,access,OakInk2,OakInk2,full,cap the pen.,6.3
prim:scene_02__A007++seq__82851505eab82005b6e2__2023-05-15-18-55-06:1,atomic-substep,primitive_task,Press the button on the lamp.,按下台灯上的按钮。,10.967,12.567,scene_02__A007++seq__82851505eab82005b6e2__2023-05-15-18-55-06,press,button,access,OakInk2,OakInk2,full,press the button on the lamp.,1.6
prim:scene_02__A007++seq__82851505eab82005b6e2__2023-05-15-18-55-06:22,atomic-substep,primitive_task,Hold the pencil to the position.,用手抓握铅笔并保持位置。,118.792,119.825,scene_02__A007++seq__82851505eab82005b6e2__2023-05-15-18-55-06,hold,pencil,retrieve,OakInk2,OakInk2,full,hold the pencil to the position.,1.033
prim:scene_02__A007++seq__82851505eab82005b6e2__2023-05-15-18-55-06:4,atomic-substep,primitive_task,Take the flower outside the box.,将花拿出盒子。,21.117,22.85,scene_02__A007++seq__82851505eab82005b6e2__2023-05-15-18-55-06,take,flower,retrieve,OakInk2,OakInk2,full,take the flower outside the box.,1.733
prim:scene_02__A007++seq__87c3c230a6020d994fe6__2023-05-15-18-59-33:9,atomic-substep,primitive_task,Press the button on the lamp.,按下台灯上的按钮。,62.725,64.725,scene_02__A007++seq__87c3c230a6020d994fe6__2023-05-15-18-59-33,press,button,access,OakInk2,OakInk2,full,press the button on the lamp.,2.0
prim:scene_02__A007++seq__8c243ec220de4e47e630__2023-04-19-09-45-19:0,atomic-substep,primitive_task,insert the pencil into the sharpener,将铅笔插入卷笔刀,6.975,12.375,scene_02__A007++seq__8c243ec220de4e47e630__2023-04-19-09-45-19,insert,pencil,leave,OakInk2,OakInk2,full,insert the pencil into the sharpener,5.4
prim:scene_02__A007++seq__8ca5ca1f0ba51518d9ff__2023-04-19-09-42-57:0,atomic-substep,primitive_task,Shear paper with the stapler.,用剪刀剪纸,8.017,33.942,scene_02__A007++seq__8ca5ca1f0ba51518d9ff__2023-04-19-09-42-57,shear,paper,manipulate,OakInk2,OakInk2,full,shear paper with the stapler.,25.925
prim:scene_02__A007++seq__9a028b2d4dc8ce4955bf__2023-05-15-18-47-33:13,atomic-substep,primitive_task,Cap the pen.,盖上笔盖,96.7,102.775,scene_02__A007++seq__9a028b2d4dc8ce4955bf__2023-05-15-18-47-33,cap,pen,access,OakInk2,OakInk2,full,cap the pen.,6.075
prim:scene_02__A007++seq__9bb1738583a36e74130e__2023-05-15-19-05-51:5,atomic-substep,primitive_task,Shear paper with the stapler.,用剪刀剪纸,37.542,64.225,scene_02__A007++seq__9bb1738583a36e74130e__2023-05-15-19-05-51,shear,paper,manipulate,OakInk2,OakInk2,full,shear paper with the stapler.,26.683
prim:scene_02__A007++seq__9bb1738583a36e74130e__2023-05-15-19-05-51:6,atomic-substep,primitive_task,Rearrange the paper from one position to another position.,将纸从一个位置移动到另一个位置。,64.225,66.358,scene_02__A007++seq__9bb1738583a36e74130e__2023-05-15-19-05-51,rearrange,paper,manipulate,OakInk2,OakInk2,full,rearrange the paper from one position to another position.,2.133
prim:scene_02__A007++seq__ad1415514c0aa0d3c778__2023-05-15-18-38-37:5,atomic-substep,primitive_task,Place the drawer inside the box.,将抽屉放入盒子。,30.025,35.033,scene_02__A007++seq__ad1415514c0aa0d3c778__2023-05-15-18-38-37,place,drawer,leave,OakInk2,OakInk2,full,place the drawer inside the box.,5.008
prim:scene_02__A007++seq__ad1415514c0aa0d3c778__2023-05-15-18-38-37:7,atomic-substep,primitive_task,Press the button on the lamp.,按下台灯上的按钮。,41.5,42.567,scene_02__A007++seq__ad1415514c0aa0d3c778__2023-05-15-18-38-37,press,button,access,OakInk2,OakInk2,full,press the button on the lamp.,1.067
prim:scene_02__A007++seq__e741e70e11d7cfa027dd__2023-04-19-09-52-58:0,atomic-substep,primitive_task,Put the flower into the vase.,将花放入花瓶,6.617,13.725,scene_02__A007++seq__e741e70e11d7cfa027dd__2023-04-19-09-52-58,put,flower,leave,OakInk2,OakInk2,full,put the flower into the vase.,7.108
prim:scene_02__A007++seq__f9b2fc1b7c558a45a301__2023-05-15-19-47-02:1,atomic-substep,primitive_task,Take the pencil sharpener outside the box.,将卷笔刀拿出盒子。,13.542,17.417,scene_02__A007++seq__f9b2fc1b7c558a45a301__2023-05-15-19-47-02,take,sharpener,retrieve,OakInk2,OakInk2,full,take the pencil sharpener outside the box.,3.875
prim:scene_02__A007++seq__f9b2fc1b7c558a45a301__2023-05-15-19-47-02:2,atomic-substep,primitive_task,Take the pencil outside the box.,将铅笔拿出盒子。,18.617,21.683,scene_02__A007++seq__f9b2fc1b7c558a45a301__2023-05-15-19-47-02,take,pencil,retrieve,OakInk2,OakInk2,full,take the pencil outside the box.,3.066
prim:scene_02__A008++seq__2b7ed1f7a9245e3b56d3__2023-04-23-09-58-53:0,atomic-substep,primitive_task,Pull out the drawer.,拉开抽屉,5.717,10.917,scene_02__A008++seq__2b7ed1f7a9245e3b56d3__2023-04-23-09-58-53,pull,drawer,retrieve,OakInk2,OakInk2,full,pull out the drawer.,5.2
prim:scene_02__A008++seq__638fe03c849aae3de16c__2023-04-23-09-36-48:0,atomic-substep,primitive_task,Remove the lightbulb from the lamp.,将灯泡从设备上卸下,7.717,21.575,scene_02__A008++seq__638fe03c849aae3de16c__2023-04-23-09-36-48,remove,lightbulb,manipulate,OakInk2,OakInk2,full,remove the lightbulb from the lamp.,13.858
prim:scene_02__A008++seq__6972749dca2bae65783a__2023-04-23-10-37-07:0,atomic-substep,primitive_task,Staple paper together with stapler.,用订书机装订纸,6.758,19.008,scene_02__A008++seq__6972749dca2bae65783a__2023-04-23-10-37-07,staple,together,manipulate,OakInk2,OakInk2,full,staple paper together with stapler.,12.25
prim:scene_02__A008++seq__72152aa73891712656e2__2023-04-23-09-51-29:1,atomic-substep,primitive_task,Hold the pencil to the position.,用手抓握铅笔并保持位置。,5.675,7.617,scene_02__A008++seq__72152aa73891712656e2__2023-04-23-09-51-29,hold,pencil,retrieve,OakInk2,OakInk2,full,hold the pencil to the position.,1.942
prim:scene_02__A008++seq__72152aa73891712656e2__2023-04-23-09-51-29:4,atomic-substep,primitive_task,remove the pencil from the sharpener,将铅笔从卷笔刀中取出,22.292,26.592,scene_02__A008++seq__72152aa73891712656e2__2023-04-23-09-51-29,remove,pencil,manipulate,OakInk2,OakInk2,full,remove the pencil from the sharpener,4.3
prim:scene_02__A008++seq__72152aa73891712656e2__2023-04-23-09-51-29:6,atomic-substep,primitive_task,Rearrange the pencil from one position to another position.,将铅笔从一个位置移动到另一个位置。,26.958,29.725,scene_02__A008++seq__72152aa73891712656e2__2023-04-23-09-51-29,rearrange,pencil,manipulate,OakInk2,OakInk2,full,rearrange the pencil from one position to another position.,2.767
prim:scene_02__A008++seq__7b2d7bd572bd2613b581__2023-04-23-09-56-24:0,atomic-substep,primitive_task,Hold the box to the position.,用手抓握盒子并保持位置。,4.367,6.167,scene_02__A008++seq__7b2d7bd572bd2613b581__2023-04-23-09-56-24,hold,box,retrieve,OakInk2,OakInk2,full,hold the box to the position.,1.8
